CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	0.1%RVIS	0.1%RVIS%	EdgeCase	OEratio%tile
NIPBL	NIPBL	NIPBL	NIPBL	NIPBL	-2.44943873	1.014390186	N	18.95928692
NUP155	NUP155	NUP155	NUP155	NUP155	-1.899770452	1.963906582	N	31.33582269
GDNF	GDNF	GDNF	GDNF	GDNF	0.193034296	66.82000472	Y	67.23681041
EGFLAM	EGFLAM	EGFLAM	EGFLAM	EGFLAM	1.058154044	91.38947865	N	69.32666827
LIFR	LIFR	LIFR	LIFR	LIFR	-0.126743121	44.0905874	N	68.92315105
OSMR	OSMR	OSMR	OSMR	OSMR	1.58549778	95.80679406	N	82.26331005
C9	C9	C9	C9	C9	1.445891753	95.12267044	N	95.15177066
PTGER4	PTGER4	PTGER4	PTGER4	PTGER4	-0.404032746	26.53338051	N	40.39990364
TTC33	TTC33	TTC33	TTC33	TTC33	0.148941568	64.31941496	Y	90.30956396
PRKAA1	PRKAA1	PRKAA1	PRKAA1	PRKAA1	-0.494039303	22.09247464	N	32.63671404
RPL37	RPL37	RPL37	RPL37	RPL37	-0.009020804	52.8544468	Y	0.81907974
CARD6	CARD6	CARD6	CARD6	CARD6	1.785787059	96.86836518	N	96.53697904
C6	C6	C6	C6	C6	1.319073185	94.07289455	N	84.14839798
OXCT1	OXCT1	OXCT1	OXCT1	OXCT1	-0.203796826	38.81811748	N	9.69043604
FBXO4	FBXO4	FBXO4	FBXO4	FBXO4	0.016664174	55.21939137	Y	46.25391472
GHR	GHR	GHR	GHR	GHR	0.756930627	86.79523473	N	81.00457721
NIM1	NIM1	NIM1	NIM1	NIM1	-0.556537043	19.72753008	N	23.65695013
CCL28	CCL28	CCL28	CCL28	CCL28	0.25917371	70.05779665	Y	23.0787762
C5orf28	C5orf28	C5orf28	C5orf28	C5orf28	-0.163345027	41.24793583	Y	94.6639364
C5orf34	C5orf34	C5orf34	C5orf34	C5orf34	-0.26629572	34.81953291	N	79.76993496
PAIP1	PAIP1	PAIP1	PAIP1	PAIP1	-0.427900189	25.14744043	Y	7.913755722
NNT	NNT	NNT	NNT	NNT	-0.394936437	27.02878037	N	41.70681763
FGF10	FGF10	FGF10	FGF10	FGF10	0.413500896	76.67492333	Y	34.90725126
MRPS30	MRPS30	MRPS30	MRPS30	MRPS30	0.753291803	86.71266808	N	69.43507589
HCN1	HCN1	HCN1	HCN1	HCN1	-0.758599262	13.32861524	N	41.88749699
EMB	EMB	EMB	EMB	EMB	0.17280645	65.75843359	N	60.06986268
PARP8	PARP8	PARP8	PARP8	PARP8	-0.911109353	9.961075725	N	20.21801975
ITGA1	ITGA1	ITGA1	ITGA1	ITGA1	-0.06060434	48.88535032	N	42.73066731
PELO	PELO	PELO	PELO	PELO	-0.249709319	35.74545883	N	30.91423753
ITGA2	ITGA2	ITGA2	ITGA2	ITGA2	-0.23697515	36.32342534	N	47.2115153
MOCS2	MOCS2	MOCS2	MOCS2	MOCS2	0.527368849	80.73248408	N	86.72006745
FST	FST	FST	FST	FST	0.591694063	82.45458835	N	11.81642978
NDUFS4	NDUFS4	NDUFS4	NDUFS4	NDUFS4	-0.60427181	17.74593064	N	35.37099494
HSPB3	HSPB3	HSPB3	HSPB3	HSPB3	-0.117432389	44.89266336	Y	97.48855697
SNX18	SNX18	SNX18	SNX18	SNX18	-0.268115223	34.70747818	N	41.8754517
ESM1	ESM1	ESM1	ESM1	ESM1	0.03689118	56.64071715	Y	70.60346904
GZMK	GZMK	GZMK	GZMK	GZMK	-0.26993514	34.59542345	N	25.99975909
GZMA	GZMA	GZMA	GZMA	GZMA	-0.22584292	37.32012267	N	80.33004095
CDC20B	CDC20B	CDC20B	CDC20B	CDC20B	0.933309256	89.82661005	N	63.90628764
SKIV2L2	SKIV2L2	SKIV2L2	SKIV2L2	SKIV2L2	-1.153638777	6.233781552	N	11.05757649
SLC38A9	SLC38A9	SLC38A9	SLC38A9	SLC38A9	0.130533008	63.35810333	N	51.71645387
DDX4	DDX4	DDX4	DDX4	DDX4	-0.310388054	32.14791224	N	37.09347145
IL31RA	IL31RA	IL31RA	IL31RA	IL31RA	0.648517637	84.14720453	N	52.40905806
IL6ST	IL6ST	IL6ST	IL6ST	IL6ST	0.536463361	81.06864827	N	44.00746808
SETD9	SETD9	SETD9	SETD9	SETD9	-0.115612493	45.12856806	N	46.29005059
MIER3	MIER3	MIER3	MIER3	MIER3	-0.381986487	27.68931352	N	15.36376777
PLK2	PLK2	PLK2	PLK2	PLK2	-0.380166007	27.88393489	N	8.028185979
GAPT	GAPT	GAPT	GAPT	GAPT	0.193034296	66.82000472	Y	67.31510479
RAB3C	RAB3C	RAB3C	RAB3C	RAB3C	-0.295622497	32.61972163	Y	97.04288123
DEPDC1B	DEPDC1B	DEPDC1B	DEPDC1B	DEPDC1B	-0.602450568	17.91106393	N	64.09901229
ERCC8	ERCC8	ERCC8	ERCC8	ERCC8	-0.534490515	20.70063694	N	79.7097085
NDUFAF2	NDUFAF2	NDUFAF2	NDUFAF2	NDUFAF2	0.080983847	59.76055674	Y	63.37629487
KIF2A	KIF2A	KIF2A	KIF2A	KIF2A	0.260991686	70.25831564	N	19.21826066
DIMT1	DIMT1	DIMT1	DIMT1	DIMT1	-0.163345027	41.24793583	Y	56.54059263
CWC27	CWC27	CWC27	CWC27	CWC27	-0.291981272	33.20358575	N	94.53746085
ADAMTS6	ADAMTS6	ADAMTS6	ADAMTS6	ADAMTS6	-0.574945567	18.90186365	N	29.35437244
CENPK	CENPK	CENPK	CENPK	CENPK	0.305084559	72.22811984	N	34.70248133
PPWD1	PPWD1	PPWD1	PPWD1	PPWD1	-0.690637458	15.12149092	N	53.79426644
TRIM23	TRIM23	TRIM23	TRIM23	TRIM23	-0.624497208	17.16206653	N	7.293423272
SGTB	SGTB	SGTB	SGTB	SGTB	-0.029247611	51.40363293	Y	71.05516743
NLN	NLN	NLN	NLN	NLN	-0.354480518	29.42911064	N	79.95061431
ERBB2IP	ERBB2IP	ERBB2IP	ERBB2IP	ERBB2IP	1.387050485	94.63906582	N	68.38713563
SREK1	SREK1	SREK1	SREK1	SREK1	-0.291981272	33.20358575	N	34.02192243
CD180	CD180	CD180	CD180	CD180	0.069852974	59.10592121	N	83.49192966
PIK3R1	PIK3R1	PIK3R1	PIK3R1	PIK3R1	-0.756778259	13.44656759	N	36.18405204
SLC30A5	SLC30A5	SLC30A5	SLC30A5	SLC30A5	-0.088107893	47.06298655	N	77.13201638
CCNB1	CCNB1	CCNB1	CCNB1	CCNB1	-0.183570861	39.95046001	Y	24.09058058
CENPH	CENPH	CENPH	CENPH	CENPH	0.014844891	54.94810097	Y	92.9956637
CDK7	CDK7	CDK7	CDK7	CDK7	0.058937498	58.26256192	Y	48.98819562
CCDC125	CCDC125	CCDC125	CCDC125	CCDC125	0.885576705	89.14248644	N	97.97639123
TAF9	TAF9	TAF9	TAF9	TAF9	-0.358119787	29.16371786	N	33.82317514
RAD17	RAD17	RAD17	RAD17	RAD17	-0.066061882	48.77919321	N	80.72753553
OCLN	OCLN	OCLN	OCLN	OCLN	0.483275131	79.25218212	N	86.33461816
CARTPT	CARTPT	CARTPT	CARTPT	CARTPT	0.325313577	73.11276244	Y	36.21416526
MAP1B	MAP1B	MAP1B	MAP1B	MAP1B	-2.216367922	1.350554376	N	29.10142134
MRPS27	MRPS27	MRPS27	MRPS27	MRPS27	0.485092724	79.37603208	N	53.95687786
PTCD2	PTCD2	PTCD2	PTCD2	PTCD2	-0.648365105	16.35999056	N	96.97060949
ZNF366	ZNF366	ZNF366	ZNF366	ZNF366	0.251682437	69.69214437	N	59.65430017
TNPO1	TNPO1	TNPO1	TNPO1	TNPO1	-0.780646273	12.77423921	N	9.058058299
TMEM171	TMEM171	TMEM171	TMEM171	TMEM171	0.176444282	66.07100731	N	62.59937364
TMEM174	TMEM174	TMEM174	TMEM174	TMEM174	0.619191319	83.36282142	N	61.01541797
BTF3	BTF3	BTF3	BTF3	BTF3	-0.141298762	42.87567823	Y	10.0457721
ANKRA2	ANKRA2	ANKRA2	ANKRA2	ANKRA2	-0.317668748	31.45789101	Y	10.52758371
ENC1	ENC1	ENC1	ENC1	ENC1	-0.648365105	16.35999056	N	7.239219465
HEXB	HEXB	HEXB	HEXB	HEXB	0.951720429	90.06251474	N	67.20669718
GFM2	GFM2	GFM2	GFM2	GFM2	1.155610133	92.59259259	N	93.26066008
NSA2	NSA2	NSA2	NSA2	NSA2	-0.383807564	27.41802312	Y	24.71693568
GCNT4	GCNT4	GCNT4	GCNT4	GCNT4	0.328949044	73.41354093	N	53.18597928
HMGCR	HMGCR	HMGCR	HMGCR	HMGCR	-0.492218069	22.35786742	N	25.19272464
COL4A3BP	COL4A3BP	COL4A3BP	COL4A3BP	COL4A3BP	-0.60427181	17.74593064	N	15.86364731
POLK	POLK	POLK	POLK	POLK	-0.574945567	18.90186365	N	70.35654059
F2RL2	F2RL2	F2RL2	F2RL2	F2RL2	0.773521534	87.06062751	N	98.60274633
F2R	F2R	F2R	F2R	F2R	-0.648365105	16.35999056	N	16.98385931
F2RL1	F2RL1	F2RL1	F2RL1	F2RL1	-0.381986487	27.68931352	N	90.77330764
CRHBP	CRHBP	CRHBP	CRHBP	CRHBP	-0.095386216	46.48502005	Y	16.03228138
AGGF1	AGGF1	AGGF1	AGGF1	AGGF1	-0.088107893	47.06298655	N	85.59383281
PDE8B	PDE8B	PDE8B	PDE8B	PDE8B	-0.688817379	15.20405756	N	9.178511202
WDR41	WDR41	WDR41	WDR41	WDR41	0.600782551	82.82613824	N	94.45314382
TBCA	TBCA	TBCA	TBCA	TBCA	-0.009020804	52.8544468	Y	18.30884124
AP3B1	AP3B1	AP3B1	AP3B1	AP3B1	0.42623145	77.29417315	N	37.98482293
LHFPL2	LHFPL2	LHFPL2	LHFPL2	LHFPL2	-0.073340031	48.11866006	Y	98.20525175
ARSB	ARSB	ARSB	ARSB	ARSB	0.020302773	55.60863411	N	61.50325223
DMGDH	DMGDH	DMGDH	DMGDH	DMGDH	0.159856957	64.91507431	N	69.98313659
BHMT2	BHMT2	BHMT2	BHMT2	BHMT2	0.174625237	65.9648502	N	96.82004336
BHMT	BHMT	BHMT	BHMT	BHMT	-0.047654689	50.22410946	N	89.08094435
JMY	JMY	JMY	JMY	JMY	0.88921411	89.24274593	N	54.60732354
PAPD4	PAPD4	PAPD4	PAPD4	PAPD4	-0.22584292	37.32012267	N	43.20043363
THBS4	THBS4	THBS4	THBS4	THBS4	-0.23697515	36.32342534	N	75.74078535
ZFYVE16	ZFYVE16	ZFYVE16	ZFYVE16	ZFYVE16	1.214325842	93.08209483	N	49.24114671
FAM151B	FAM151B	FAM151B	FAM151B	FAM151B	0.038710339	56.92380278	Y	83.66056372
RASGRF2	RASGRF2	RASGRF2	RASGRF2	RASGRF2	-1.256630467	5.343241331	N	17.38737654
CKMT2	CKMT2	CKMT2	CKMT2	CKMT2	-0.624497208	17.16206653	N	13.34618164
ZCCHC9	ZCCHC9	ZCCHC9	ZCCHC9	ZCCHC9	0.483275131	79.25218212	N	82.12478921
ACOT12	ACOT12	ACOT12	ACOT12	ACOT12	0.156217551	64.82071243	N	62.23801494
SSBP2	SSBP2	SSBP2	SSBP2	SSBP2	-0.029247611	51.40363293	Y	9.756685136
ATG10	ATG10	ATG10	ATG10	ATG10	1.082196027	91.79641425	N	64.26162371
XRCC4	XRCC4	XRCC4	XRCC4	XRCC4	1.284269037	93.76621845	N	95.23608769
VCAN	VCAN	VCAN	VCAN	VCAN	-0.548208384	19.95753715	N	69.46518911
HAPLN1	HAPLN1	HAPLN1	HAPLN1	HAPLN1	-0.53631094	20.53550366	N	36.06359913
EDIL3	EDIL3	EDIL3	EDIL3	EDIL3	-0.426079032	25.36565228	N	42.85714286
COX7C	COX7C	COX7C	COX7C	COX7C	0.12325821	62.38499646	N	Unassessed
CCNH	CCNH	CCNH	CCNH	CCNH	0.106667882	61.73036093	N	61.71404481
TMEM161B	TMEM161B	TMEM161B	TMEM161B	TMEM161B	-0.005381972	53.50908233	N	35.2987232
CETN3	CETN3	CETN3	CETN3	CETN3	0.191216164	66.57230479	Y	98.76535775
MBLAC2	MBLAC2	MBLAC2	MBLAC2	MBLAC2	-0.516085732	21.20193442	N	54.87231992
NR2F1	NR2F1	NR2F1	NR2F1	NR2F1	-0.339715008	30.06605331	Y	13.96049145
FAM172A	FAM172A	FAM172A	FAM172A	FAM172A	-0.071520315	48.34866714	N	78.43290773
KIAA0825	KIAA0825	KIAA0825	KIAA0825	KIAA0825	0.237127192	68.98443029	Y	67.79089376
ANKRD32	ANKRD32	ANKRD32	ANKRD32	ANKRD32	-0.26993514	34.59542345	N	13.17152493
TTC37	TTC37	TTC37	TTC37	TTC37	0.058725693	58.00896438	N	79.51698386
ARSK	ARSK	ARSK	ARSK	ARSK	-0.26629572	34.81953291	N	91.41170802
RFESD	RFESD	RFESD	RFESD	RFESD	0.103030231	61.2762444	Y	92.20067454
SPATA9	SPATA9	SPATA9	SPATA9	SPATA9	0.21689899	68.12927577	N	67.12840279
RHOBTB3	RHOBTB3	RHOBTB3	RHOBTB3	RHOBTB3	-0.201976964	38.98325077	N	44.26644182
GLRX	GLRX	GLRX	GLRX	GLRX	-0.207437529	38.2814343	Y	90.18911106
ELL2	ELL2	ELL2	ELL2	ELL2	0.108486928	61.90728946	N	31.04071308
PCSK1	PCSK1	PCSK1	PCSK1	PCSK1	-0.420619508	25.72540694	N	65.48422067
CAST	CAST	CAST	CAST	CAST	0.714657953	85.81623024	N	57.81137075
ERAP1	ERAP1	ERAP1	ERAP1	ERAP1	1.076540831	91.72564284	N	46.96458685
ERAP2	ERAP2	ERAP2	ERAP2	ERAP2	0.387604191	75.69591885	N	63.32811371
LNPEP	LNPEP	LNPEP	LNPEP	LNPEP	0.181903047	66.2361406	N	70.86846543
LIX1	LIX1	LIX1	LIX1	LIX1	-0.249709319	35.74545883	N	45.87448808
RIOK2	RIOK2	RIOK2	RIOK2	RIOK2	1.065596954	91.61358811	N	69.1038304
FAM174A	FAM174A	FAM174A	FAM174A	FAM174A	0.525552348	80.57914603	N	65.70705854
ST8SIA4	ST8SIA4	ST8SIA4	ST8SIA4	ST8SIA4	-0.339715008	30.06605331	Y	35.58178752
PAM	PAM	PAM	PAM	PAM	-0.328796968	30.86223166	N	65.12888461
C5orf30	C5orf30	C5orf30	C5orf30	C5orf30	-0.427900189	25.14744043	Y	48.10286678
NUDT12	NUDT12	NUDT12	NUDT12	NUDT12	0.286674996	71.49681529	N	59.20260178
EFNA5	EFNA5	EFNA5	EFNA5	EFNA5	-0.163345027	41.24793583	Y	54.59527825
FER	FER	FER	FER	FER	-0.440847477	24.59896202	N	20.21199711
PJA2	PJA2	PJA2	PJA2	PJA2	-0.132199953	43.97853267	N	72.59094194
SLC25A46	SLC25A46	SLC25A46	SLC25A46	SLC25A46	0.839664339	88.29912715	N	65.15297519
TSLP	TSLP	TSLP	TSLP	TSLP	-0.273576253	33.97027601	Y	86.099735
WDR36	WDR36	WDR36	WDR36	WDR36	0.033039107	55.85633404	N	79.90243315
CAMK4	CAMK4	CAMK4	CAMK4	CAMK4	-0.26993514	34.59542345	N	44.06769453
STARD4	STARD4	STARD4	STARD4	STARD4	-0.295622497	32.61972163	Y	30.54685618
NREP	NREP	NREP	NREP	NREP	0.72397987	85.91648974	N	98.3859311
APC	APC	APC	APC	APC	-2.523543479	0.902335456	N	47.73548543
SRP19	SRP19	SRP19	SRP19	SRP19	-0.163345027	41.24793583	Y	91.80317996
REEP5	REEP5	REEP5	REEP5	REEP5	-0.095386216	46.48502005	Y	34.17248856
MCC	MCC	MCC	MCC	MCC	-1.427629082	4.039867893	N	37.33437726
TSSK1B	TSSK1B	TSSK1B	TSSK1B	TSSK1B	-0.464712395	23.5727766	N	52.10190316
YTHDC2	YTHDC2	YTHDC2	YTHDC2	YTHDC2	-0.275617382	33.58693088	N	54.14960251
KCNN2	KCNN2	KCNN2	KCNN2	KCNN2	-0.846787714	11.05803255	N	8.540110817
TRIM36	TRIM36	TRIM36	TRIM36	TRIM36	0.135991087	63.61759849	N	70.53721995
PGGT1B	PGGT1B	PGGT1B	PGGT1B	PGGT1B	-0.0274281	51.65723048	N	35.73235365
CCDC112	CCDC112	CCDC112	CCDC112	CCDC112	-0.203796826	38.81811748	N	45.33847266
FEM1C	FEM1C	FEM1C	FEM1C	FEM1C	-0.626318434	17.03231894	N	9.256805589
TICAM2	TICAM2	TICAM2	TICAM2	TICAM2	0.393270925	76.04977589	N	Unassessed
TMED7	TMED7	TMED7	TMED7	TMED7	-0.009020804	52.8544468	Y	8.323295591
CDO1	CDO1	CDO1	CDO1	CDO1	-0.163345027	41.24793583	Y	75.59624187
ATG12	ATG12	ATG12	ATG12	ATG12	0.147123112	64.11299835	Y	21.14550711
AP3S1	AP3S1	AP3S1	AP3S1	AP3S1	0.391453969	75.87284737	Y	92.2488557
AQPEP	AQPEP	AQPEP	AQPEP	AQPEP	1.36500134	94.4621373	N	65.5143339
DMXL1	DMXL1	DMXL1	DMXL1	DMXL1	-0.820119436	11.8895966	N	51.90315587
HSD17B4	HSD17B4	HSD17B4	HSD17B4	HSD17B4	0.270087468	70.69473933	N	87.93061913
PRR16	PRR16	PRR16	PRR16	PRR16	0.549415813	81.38122199	N	66.9296555
FTMT	FTMT	FTMT	FTMT	FTMT	0.371224249	75.12384996	N	94.41700795
LOX	LOX	LOX	LOX	LOX	0.215080721	67.91696155	Y	14.06889906
ZNF474	ZNF474	ZNF474	ZNF474	ZNF474	1.976952171	97.61146497	N	88.99662732
SNCAIP	SNCAIP	SNCAIP	SNCAIP	SNCAIP	0.227815529	68.53621137	N	14.6350277
SNX24	SNX24	SNX24	SNX24	SNX24	-0.075159878	47.78839349	Y	96.29607324
PPIC	PPIC	PPIC	PPIC	PPIC	0.793752871	87.40268931	N	58.42568056
CEP120	CEP120	CEP120	CEP120	CEP120	0.007353605	54.12243454	N	79.55914238
CSNK1G3	CSNK1G3	CSNK1G3	CSNK1G3	CSNK1G3	-0.317668748	31.45789101	Y	29.08937605
GRAMD3	GRAMD3	GRAMD3	GRAMD3	GRAMD3	-0.047654689	50.22410946	N	56.14912069
ALDH7A1	ALDH7A1	ALDH7A1	ALDH7A1	ALDH7A1	-0.468351206	23.42533616	N	76.52975187
PHAX	PHAX	PHAX	PHAX	PHAX	-0.268115223	34.70747818	N	88.14743435
C5orf48	C5orf48	C5orf48	C5orf48	C5orf48	0.03689118	56.64071715	Y	98.1992291
LMNB1	LMNB1	LMNB1	LMNB1	LMNB1	-0.404032746	26.53338051	N	24.89761503
MARCH3	MARCH3	MARCH3	MARCH3	MARCH3	-0.426079032	25.36565228	N	24.00626355
MEGF10	MEGF10	MEGF10	MEGF10	MEGF10	-1.208913043	5.720688842	N	34.16646591
PRRC1	PRRC1	PRRC1	PRRC1	PRRC1	-0.911109353	9.961075725	N	89.16526138
SLC12A2	SLC12A2	SLC12A2	SLC12A2	SLC12A2	-1.30798293	4.877329559	N	45.42881233
SLC27A6	SLC27A6	SLC27A6	SLC27A6	SLC27A6	-0.132199953	43.97853267	N	87.78607564
ADAMTS19	ADAMTS19	ADAMTS19	ADAMTS19	ADAMTS19	-0.551080959	19.93394669	N	27.75837148
HINT1	HINT1	HINT1	HINT1	HINT1	-0.141298762	42.87567823	Y	12.81618887
LYRM7	LYRM7	LYRM7	LYRM7	LYRM7	0.035072054	56.2514744	Y	5.221633341
IL3	IL3	IL3	IL3	IL3	0.525552348	80.57914603	N	50.81305709
CSF2	CSF2	CSF2	CSF2	CSF2	0.413500896	76.67492333	Y	56.46832089
P4HA2	P4HA2	P4HA2	P4HA2	P4HA2	-0.997481928	8.47487615	N	51.27680077
PDLIM4	PDLIM4	PDLIM4	PDLIM4	PDLIM4	0.52918614	80.81505072	N	26.45145748
SLC22A4	SLC22A4	SLC22A4	SLC22A4	SLC22A4	-0.710864321	14.5730125	N	38.33413635
SLC22A5	SLC22A5	SLC22A5	SLC22A5	SLC22A5	0.801024817	87.65628686	N	73.33172729
IRF1	IRF1	IRF1	IRF1	IRF1	-0.007201372	53.19061099	Y	3.08961696
IL5	IL5	IL5	IL5	IL5	-0.207437529	38.2814343	Y	38.59311009
IL13	IL13	IL13	IL13	IL13	0.148941568	64.31941496	Y	76.69236329
IL4	IL4	IL4	IL4	IL4	-0.273576253	33.97027601	Y	8.756926042
SHROOM1	SHROOM1	SHROOM1	SHROOM1	SHROOM1	-1.241834664	5.414012739	N	54.17971573
GDF9	GDF9	GDF9	GDF9	GDF9	-0.023789244	52.09365416	N	70.68778608
LEAP2	LEAP2	LEAP2	LEAP2	LEAP2	0.169169615	65.33380514	Y	22.25367381
AFF4	AFF4	AFF4	AFF4	AFF4	-0.554717505	19.79830149	N	30.07708986
ZCCHC10	ZCCHC10	ZCCHC10	ZCCHC10	ZCCHC10	0.169169615	65.33380514	Y	99.24716936
HSPA4	HSPA4	HSPA4	HSPA4	HSPA4	-0.154246007	42.22694032	N	67.35124066
C5orf15	C5orf15	C5orf15	C5orf15	C5orf15	0.194852702	67.03231894	N	92.29101421
VDAC1	VDAC1	VDAC1	VDAC1	VDAC1	-0.295622497	32.61972163	Y	4.709708504
TCF7	TCF7	TCF7	TCF7	TCF7	0.110306132	62.00165133	N	25.22283787
SKP1	SKP1	SKP1	SKP1	SKP1	0.057118534	57.99716914	Y	2.294627801
PPP2CA	PPP2CA	PPP2CA	PPP2CA	PPP2CA	-0.251530012	35.42108988	Y	0.385449289
UBE2B	UBE2B	UBE2B	UBE2B	UBE2B	0.013025609	54.62962963	Y	3.565405926
CDKN2AIPNL	CDKN2AIPNL	CDKN2AIPNL	CDKN2AIPNL	CDKN2AIPNL	0.057118534	57.99716914	Y	62.15972055
PHF15	PHF15	PHF15	JADE2	JADE2	-0.484940685	22.75300778	N	26.01180438
SAR1B	SAR1B	SAR1B	SAR1B	SAR1B	-0.229483771	36.86010852	Y	64.00867261
CAMLG	CAMLG	CAMLG	CAMLG	CAMLG	-0.381986487	27.68931352	N	36.36473139
C5orf24	C5orf24	C5orf24	C5orf24	C5orf24	0.058937498	58.26256192	Y	14.59889183
TXNDC15	TXNDC15	TXNDC15	TXNDC15	TXNDC15	-0.271755481	34.31823543	N	74.08455794
CATSPER3	CATSPER3	CATSPER3	CATSPER3	CATSPER3	0.845119304	88.4170795	N	87.54516984
PITX1	PITX1	PITX1	PITX1	PITX1	-0.139478553	43.29440906	Y	16.86942905
H2AFY	H2AFY	H2AFY	H2AFY	H2AFY	-0.405853867	26.23260203	Y	3.396771862
C5orf20	C5orf20	C5orf20	C5orf20	C5orf20	1.396334339	94.70393961	N	71.8381113
NEUROG1	NEUROG1	NEUROG1	NEUROG1	NEUROG1	0.503505267	79.88912479	N	53.33052277
CXCL14	CXCL14	CXCL14	CXCL14	CXCL14	0.079165051	59.43029016	Y	96.75379427
IL9	IL9	IL9	IL9	IL9	0.147123112	64.11299835	Y	44.74825343
LECT2	LECT2	LECT2	LECT2	LECT2	0.43736446	77.56546355	N	65.41797157
SPOCK1	SPOCK1	SPOCK1	SPOCK1	SPOCK1	-0.490397599	22.50530786	N	22.4524211
KLHL3	KLHL3	KLHL3	KLHL3	KLHL3	-0.868835007	10.65109696	N	17.44760299
HNRNPA0	HNRNPA0	HNRNPA0	HNRNPA0	HNRNPA0	0.103030231	61.2762444	Y	4.101421344
MYOT	MYOT	MYOT	MYOT	MYOT	-0.312207497	32.05944798	N	47.8920742
FAM13B	FAM13B	FAM13B	FAM13B	FAM13B	-0.995664936	8.539749941	N	59.02192243
NME5	NME5	NME5	NME5	NME5	0.3032669	72.009908	Y	85.58781017
BRD8	BRD8	BRD8	BRD8	BRD8	0.159856957	64.91507431	N	43.95928692
KIF20A	KIF20A	KIF20A	KIF20A	KIF20A	-0.795417163	12.5324369	N	78.11973019
CDC23	CDC23	CDC23	CDC23	CDC23	-0.005381972	53.50908233	N	35.62996868
GFRA3	GFRA3	GFRA3	GFRA3	GFRA3	-0.337894035	30.37272942	N	56.29968682
CDC25C	CDC25C	CDC25C	CDC25C	CDC25C	-0.023789244	52.09365416	N	69.5976873
FAM53C	FAM53C	FAM53C	FAM53C	FAM53C	-0.381986487	27.68931352	N	65.01445435
REEP2	REEP2	REEP2	REEP2	REEP2	-0.073340031	48.11866006	Y	32.14285714
EGR1	EGR1	EGR1	EGR1	EGR1	-0.846787714	11.05803255	N	46.3984582
ETF1	ETF1	ETF1	ETF1	ETF1	-0.317668748	31.45789101	Y	0.939532643
HSPA9	HSPA9	HSPA9	HSPA9	HSPA9	-0.846787714	11.05803255	N	49.00626355
SIL1	SIL1	SIL1	SIL1	SIL1	0.42259095	77.22929936	N	44.57961937
MATR3	MATR3	MATR3	MATR3	MATR3	-0.648365105	16.35999056	N	26.18043845
PAIP2	PAIP2	PAIP2	PAIP2	PAIP2	0.035072054	56.2514744	Y	96.80799807
SLC23A1	SLC23A1	SLC23A1	SLC23A1	SLC23A1	0.266447942	70.5826846	N	38.64129126
DNAJC18	DNAJC18	DNAJC18	DNAJC18	DNAJC18	-0.714505427	14.4019816	N	51.19850638
TMEM173	TMEM173	TMEM173	TMEM173	TMEM173	1.15197334	92.52182118	N	60.97325946
PSD2	PSD2	PSD2	PSD2	PSD2	0.007353605	54.12243454	N	65.79137557
PURA	PURA	PURA	PURA	PURA	-0.119252484	44.53880632	Y	0.445675741
CYSTM1	CYSTM1	CYSTM1	CYSTM1	CYSTM1	-0.053113545	49.38664779	Y	21.36834498
PFDN1	PFDN1	PFDN1	PFDN1	PFDN1	-0.009020804	52.8544468	Y	16.52011563
HBEGF	HBEGF	HBEGF	HBEGF	HBEGF	-0.007201372	53.19061099	Y	5.866056372
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	-2.53413058	0.890540222	N	48.74728981
ANKHD1	ANKHD1	ANKHD1	ANKHD1	ANKHD1	-2.357622074	1.138240151	N	46.91038304
EIF4EBP3	EIF4EBP3	EIF4EBP3	EIF4EBP3	EIF4EBP3	0.013025609	54.62962963	Y	84.9915683
APBB3	APBB3	APBB3	APBB3	APBB3	0.178263593	66.12998349	N	33.73885811
SLC35A4	SLC35A4	SLC35A4	SLC35A4	SLC35A4	0.373041938	75.29488087	N	80.00481812
CD14	CD14	CD14	CD14	CD14	-0.714505427	14.4019816	N	87.18983377
TMCO6	TMCO6	TMCO6	TMCO6	TMCO6	-0.047654689	50.22410946	N	43.83883402
NDUFA2	NDUFA2	NDUFA2	NDUFA2	NDUFA2	0.191216164	66.57230479	Y	61.76222597
WDR55	WDR55	WDR55	WDR55	WDR55	0.463046108	78.58575136	N	52.13803903
HARS	HARS	HARS	HARS	HARS	0.264628794	70.5178108	N	78.83040231
HARS2	HARS2	HARS2	HARS2	HARS2	-0.404032746	26.53338051	N	69.20621537
ZMAT2	ZMAT2	ZMAT2	ZMAT2	ZMAT2	-0.031067188	51.03798066	Y	0.668513611
PCDHA13	PCDHA13	PCDHA13	PCDHA13	PCDHA13	-0.521770079	20.94243925	N	93.81474344
PCDHAC1	PCDHAC1	PCDHAC1	PCDHAC1	PCDHAC1	1.232708491	93.27081859	N	74.70489039
PCDHAC2	PCDHAC2	PCDHAC2	PCDHAC2	PCDHAC2	-0.751322189	13.71196037	N	26.63213683
PCDHB1	PCDHB1	PCDHB1	PCDHB1	PCDHB1	0.556689353	81.63481953	N	65.58660564
PCDHB2	PCDHB2	PCDHB2	PCDHB2	PCDHB2	1.647992642	96.20783204	N	99.45193929
PCDHB3	PCDHB3	PCDHB3	PCDHB3	PCDHB3	0.802845857	87.69167256	N	98.25945555
