GENE	ALL_0.01%	%ALL_0.01%	ALL_0.1%	%ALL_0.1%	ALL_1%	%ALL_1%	PP2_ALL_0.1%	%PP2_ALL_0.1%	EA_0.1%	%EA_0.1%	EA_1%	%EA_1%	AA_0.1%	%AA_0.1%	AA_1%	%AA_1%	OEratio	%OEratio	%ExAC_0.1%popn	%ExAC_0.05%popn	%ExAC_0.01%
TRIM17	-0.67	13.83	-0.22	37.66	0.12	57.73	-0.47	19.01	-1.05	8	-0.89	8.32	-0.67	16.03	0.15	68.44	NA	NA	49.89	32.29	55.44
TRIM33	-0.31	32.42	-0.64	16.53	-1.49	4.53	-0.34	24.96	-0.65	17.28	-0.11	50.34	-0.56	19.5	-0.46	23.37	NA	NA	7.22	5.32	6.46
TRIM45	2.14	97.6	1.49	95.35	0.9	89.16	1.34	96.8	1.42	94.77	1.88	96.78	1.01	91.06	1.76	96.25	NA	NA	93.11	89.65	94.00
TRIM46	-0.42	24.76	-0.84	11.28	-1.09	8.25	-0.21	33.18	-0.7	15.26	-0.38	27.76	-0.38	27.1	-0.34	30.52	NA	NA	8.58	7.04	9.43
TRIM58	0.28	74.55	0.58	82.17	1.03	91.24	0.72	89.66	0.38	75.31	0.59	84.51	0.45	77.28	0.49	80.99	NA	NA	56.33	39.12	43.14
TRIM62	-0.25	36.77	-0.31	32.06	-0.31	30.72	0.3	74.16	-1.09	7.4	-0.68	14.01	-0.28	32.19	-0.28	34.54	NA	NA	36.59	37.64	56.70
TRIM63	-0.29	33.48	-0.4	26.85	-0.14	40.44	-0.06	44.57	-0.16	42.82	-0.28	35.15	-0.67	16.31	-0.37	28.37	NA	NA	50.88	64.51	62.22
TRIT1	-0.05	54.71	0	53.73	-0.18	37.81	0.24	70.52	0.13	63.39	0.15	69.59	-0.34	29.12	0.23	71.94	NA	NA	40.31	68.78	60.70
TRMT13	0.36	77.89	0	53.73	-0.18	37.81	-0.33	25.66	0.31	72.39	0.55	83.48	0.14	61	0.38	77.69	NA	NA	25.43	17.46	21.90
TRMT1L	-0.62	15.69	-0.51	21.56	-0.05	46.41	-0.52	17.53	-0.75	14.17	-0.7	13.17	-0.15	40.41	-0.03	54.84	NA	NA	11.87	11.96	18.93
TRNAU1AP	-0.29	34.06	-0.23	37.11	-0.28	32.3	0.16	63.19	-0.04	51.87	-0.26	38.17	-0.55	20.05	-0.36	29.59	-0.8	17.15	29.96	25.47	28.41
TROVE2	-0.52	19.77	-0.34	30.56	0.09	56.06	-0.11	40	-0.1	47.36	-0.53	20.14	-0.63	17.4	-0.57	18.55	NA	NA	22.75	16.72	26.70
TSEN15	0.39	79.13	0.19	66.57	0.05	52.9	0.47	82.41	0.26	69.87	0.46	81.29	0.35	72.99	0.45	79.82	1.41	95.86	54.11	55.85	50.08
TSHB	0.31	75.87	0.3	72.01	-0.05	46.23	0.37	78.18	0.19	66.52	0.42	79.89	0.36	73.57	0.3	74.67	-0.43	26.81	64.10	60.95	63.62
TSNAX	-0.13	47.18	0.01	54.95	-0.13	41.17	0.05	53.89	0.32	72.92	-0.02	59.11	-0.16	39.78	-0.27	35.97	-0.96	14.07	24.56	22.35	24.72
TSPAN1	-0.25	37.63	0.08	60.09	0.42	74.69	0.5	83.25	0.02	56.56	-0.21	41.76	-0.01	50.36	-0.33	31.71	0.67	75.96	54.48	68.24	78.61
TSPAN2	0.26	74.23	-0.01	53.19	0.85	88.21	0.32	75.81	-0.19	41.39	-0.11	51.62	0.23	67.12	0.06	62.42	-0.56	22.89	54.54	59.57	49.85
TSSK3	-0.05	54.71	-0.27	34.6	-0.47	23.06	-0.06	44.44	-0.52	21.96	-0.32	33.13	-0.43	24.51	-0.22	39.22	NA	NA	49.53	53.39	54.20
TSTD1	0.05	64.03	0.3	71.81	0.69	84.24	0.56	85.38	0.08	60.11	0.06	65.58	0.84	88.17	0.07	63.34	1.91	99.01	NA	NA	NA
TTC13	-0.54	19.15	-0.87	10.65	-0.09	43.42	-0.43	20.77	-0.82	12.27	-0.51	21.17	-1.06	8.16	-0.69	14.27	NA	NA	6.25	8.46	13.90
TTC24	0.28	74.55	0.84	88.36	0.74	85.54	0.72	89.66	-0.2	40.2	-0.07	54.03	0.73	86.12	1.06	91.47	NA	NA	NA	NA	NA
TTC39A	-0.52	19.77	-0.36	29.16	-0.2	36.82	-0.13	38.79	0.18	65.71	-0.6	17.16	-0.69	15.59	-0.45	24.32	NA	NA	27.78	53.80	24.20
TTC4	0.75	87.44	0.44	77.8	0.32	69.89	0.79	91.07	-0.55	21.03	-0.05	56.02	0.93	89.82	0.65	84.92	NA	NA	77.21	60.42	62.79
TTF2	0.56	83.45	1.43	95.03	0.25	66.04	0.57	85.82	0.26	69.89	0.38	77.68	1.3	94.02	1.14	92.35	NA	NA	96.70	73.74	94.14
TTLL10	2.69	98.71	3.27	99.4	2.46	98.84	1.6	97.86	1.91	97.17	2.24	97.74	2.17	98.35	2.79	98.82	NA	NA	NA	NA	NA
TTLL7	-0.79	10.59	-0.75	13.58	-0.67	16.32	-0.14	37.87	-0.75	14.17	-0.17	44.12	-0.76	13.71	-0.81	11.04	NA	NA	23.22	16.88	20.43
TUFT1	0.29	75.08	0.37	75.43	0.78	86.57	0.16	63.43	0.44	77.82	0.63	85.37	0.22	66.02	0.34	76.13	NA	NA	80.51	76.56	82.56
TXLNA	-0.24	37.97	-0.29	33.34	-0.42	25.62	-0.55	16.35	-0.45	25.49	-0.51	21.17	-0.13	41.19	-0.34	30.52	NA	NA	34.33	59.33	41.17
TXNDC12	1.09	91.91	0.73	85.98	0.7	84.63	0.32	75.81	0.12	62.86	-0.15	47.68	0.76	86.63	1.01	90.9	NA	NA	65.88	59.62	69.45
TXNIP	-0.41	26.34	0.08	60.31	0.12	58.09	0.31	75.05	0.2	67.14	-0.34	31.62	-0.05	47.38	-0.12	47.02	NA	NA	33.15	25.23	23.46
TYW3	0.56	83.63	0.31	72.23	0.09	55.93	0.19	66.09	0.37	74.91	0.29	75.26	0.53	80.2	0.47	80.57	NA	NA	69.51	66.87	60.50
UAP1	0.4	79.41	0.31	72.38	0.08	55.42	0.01	49.88	-0.03	52.33	-0.49	22.26	-0.2	37.31	0.32	75.45	NA	NA	61.36	45.52	41.68
UBAP2L	-0.87	9.02	-1.11	6.78	-1.89	2.57	-0.51	17.69	-1.12	7.05	-0.93	7.59	-0.77	13.44	-0.66	15.3	NA	NA	4.04	2.84	3.32
UBE2J2	-0.25	37.63	-0.41	26.23	-0.45	24.09	-0.08	42.56	-0.29	34.57	-0.17	45.6	-0.6	18.44	-0.39	27.64	-1.53	7.36	23.63	25.94	19.35
UBE2Q1	-0.16	44.62	-0.3	32.62	-0.21	36.15	0.02	50.88	-0.32	32.45	-0.19	43.65	-0.13	42.03	-0.08	50.87	-3.07	1.19	30.41	28.61	37.55
UBE2T	-0.06	54.08	-0.12	44.54	-0.07	44.8	0.14	61.38	-0.16	43.78	-0.09	53.45	0.01	52.23	0.01	58.77	-0.13	37.76	28.79	56.09	38.11
UBE2U	0.62	85.01	0.39	76.05	0.25	66.18	0.55	84.98	-0.42	26.73	-0.26	38.17	0.42	76.19	0.56	83.03	NA	NA	77.28	66.91	71.99
UBE4B	-0.7	12.8	-1.39	4.31	-1.86	2.7	-0.99	7.14	-0.68	15.9	-0.85	8.94	-1.54	3.92	-0.86	9.77	NA	NA	6.93	7.01	4.86
UBIAD1	-0.38	28.24	-0.12	45.13	-0.09	43.84	-0.23	31.65	-0.11	46.94	0.23	72.83	-0.15	40.41	-0.42	25.91	NA	NA	28.99	24.49	23.93
UBL4B	-0.25	37.63	0.08	60.09	-0.16	39.3	0.21	67.55	-0.39	28.47	-0.24	39.98	0.37	74.12	-0.24	38.27	0.56	70.84	73.18	87.66	85.30
UBQLN4	0.4	79.41	0.06	58.74	-0.35	28.77	-0.28	28.4	0.23	68.74	0.21	71.91	-0.14	40.84	0.2	70.58	NA	NA	35.46	50.41	26.01
UBR4	-5.38	0.02	-7.5	0.01	-7.13	0.04	-6.93	0.01	-7.59	0.02	-5.41	0.02	-6.9	0.03	-5.13	0.04	NA	NA	0.01	0.01	0.04
UBXN10	-0.29	34.06	-0.23	37.11	0.45	75.8	0.16	63.19	-0.11	46.94	-0.3	34.73	0.18	63.51	-0.21	40.71	1.73	98.34	56.45	67.06	46.25
UBXN11	0.7	86.54	1.2	93.01	1.35	94.92	0.83	91.72	2.26	98.08	1.16	92.8	-0.24	34.67	0.27	73.66	NA	NA	88.63	88.87	90.67
UCHL5	-0.16	44.62	-0.03	51.4	0.08	55.24	0.31	74.81	-0.26	36.72	-0.15	47.68	0.27	69.07	-0.15	45.89	-0.5	24.54	55.06	38.61	42.94
UCK2	-0.15	45.9	-0.25	35.42	-0.31	30.44	0.04	52.37	-0.26	36.72	-0.15	47.68	-0.02	49.61	-0.18	43.38	-2.1	3.72	55.11	42.14	45.41
UFC1	-0.2	40.89	-0.34	30.07	-0.04	46.93	-0.03	46.77	-0.39	28.47	-0.24	39.98	-0.07	46.14	-0.21	40.71	-0.73	18.59	61.59	53.77	50.41
UHMK1	-0.32	32.09	-0.27	34.32	0.22	64.41	0.12	60.24	-0.15	44.43	-0.32	33.13	-0.06	46.82	-0.36	29.59	NA	NA	23.81	17.84	32.47
UQCRH	0.37	78.1	0.15	64.11	0.11	57.36	0.44	81.08	0.26	69.87	0.46	81.29	0.17	62.87	0.33	75.84	0.03	44.75	68.84	60.70	62.70
URB2	-1.18	4.71	-1.31	4.82	-1.31	5.95	-1.47	3.23	0.1	60.94	-0.26	36.45	-1.09	7.81	-0.93	8.61	NA	NA	20.88	36.58	22.00
UROD	-0.39	27.26	0.11	61.73	0.6	81.74	-0.25	30.64	-0.25	37.42	-0.38	28.74	0.38	74.58	0	57.39	NA	NA	48.60	48.25	42.78
USF1	-0.25	37.63	-0.41	26.23	-0.74	14.48	-0.08	42.56	-0.52	21.96	-0.32	33.13	-0.08	45.18	-0.05	53.64	-0.68	19.65	15.87	18.39	20.17
USH2A	2.29	97.97	4.18	99.71	2.58	99.02	-1.27	4.58	4.29	99.66	3.16	99.11	3.93	99.73	1.86	96.61	NA	NA	99.84	99.79	98.86
USP1	-0.87	9.02	-0.64	16.63	0.14	59.19	-0.53	17.15	-0.06	50.06	-0.74	11.96	-1.24	5.98	-0.96	8.05	NA	NA	13.87	20.15	20.43
USP21	0.59	84.15	-0.29	33.34	-0.56	19.7	0.03	51.43	0.08	59.61	0.93	90.27	-0.1	43.86	-0.15	44.42	NA	NA	40.67	22.49	31.88
USP24	-1.26	4.02	-2.16	1.44	-2.71	0.97	-2.13	1.24	-1.98	1.73	-1.38	2.87	-2.06	2.01	-1.45	3.29	NA	NA	1.52	1.23	1.19
USP33	-1.08	5.79	-1.44	3.96	-1.63	3.69	-1.05	6.41	-1.25	5.58	-1.02	6.32	-1.57	3.73	-1.18	5.32	NA	NA	9.60	10.17	5.42
USP48	-0.25	36.77	-0.56	19.73	-0.31	30.72	0.01	50.06	0.19	66.02	-0.3	33.53	-0.25	34.57	-0.09	49.52	NA	NA	10.23	9.20	22.40
UTP11L	-0.16	44.62	-0.03	51.4	0.52	78.62	0.31	74.81	0.5	79.81	-0.15	47.68	-0.02	49.61	-0.18	43.38	0.39	62.37	32.55	42.54	41.88
UTS2	1.47	94.9	1.15	92.43	0.77	86.28	0.85	92.14	1.26	93.44	1.97	97.07	1.21	93.31	1.6	95.59	NA	NA	84.77	87.16	84.53
VAMP3	-0.03	56.85	-0.08	47.79	-0.14	40.65	0.17	64.34	-0.09	48.54	-0.05	57.34	-0.03	48.73	-0.02	56.24	0.4	62.91	37.37	39.47	34.82
VAMP4	0	59.32	-0.03	51.04	0.38	72.85	0.2	67.15	0.01	55.83	0.02	62.73	0.26	68.43	0.01	58.77	1.8	98.67	59.45	51.25	60.68
VANGL1	-0.11	48.84	-0.24	36.23	0.09	55.53	-0.31	26.93	-0.8	12.7	-0.45	23.73	-0.31	30.57	-0.22	38.61	NA	NA	31.40	17.85	26.52
VANGL2	-0.64	15.22	-1.02	7.94	-0.52	21.38	-0.55	16.35	-0.55	21.03	-0.57	18.09	-0.87	11.42	-0.72	13.42	NA	NA	13.60	16.56	15.22
VASH2	0.06	64.52	0.17	65.76	-0.15	39.85	0.38	78.41	0.03	57.07	0.08	66.58	0.43	76.7	-0.36	29.59	NA	NA	65.27	40.49	54.85
VAV3	0.01	60.64	-0.46	23.66	0.01	49.94	-0.66	12.95	0.62	82.92	0.31	75.36	-0.38	26.85	0.18	70.04	NA	NA	49.79	31.68	59.29
VCAM1	0.15	69	0.15	64.74	-0.5	22.19	0.57	85.8	-0.71	15.09	-0.68	14.01	0.16	62.19	0.85	88.78	NA	NA	24.05	30.62	9.61
VPS13D	-5.1	0.03	-4.23	0.14	-5.05	0.12	-3.52	0.21	-2.64	0.74	-4.2	0.08	-6.17	0.05	-4.21	0.14	NA	NA	0.10	0.08	0.10
VPS45	-0.08	51.94	-0.54	20.54	0.03	51.59	-0.37	23.93	0.03	57.07	-0.45	24.65	-0.49	22.27	-0.09	49.52	NA	NA	40.30	45.43	43.06
VPS72	-0.32	32.09	0.22	68.13	0.07	54.81	-0.17	36.22	-0.18	42.09	-0.34	31.62	0.23	67.12	0.06	62.42	NA	NA	19.81	25.03	36.91
VSIG8	0.43	80.24	0.11	61.73	-0.13	41.27	0.33	76.03	0.55	81.07	0.7	86.62	-0.11	43.42	0	57.39	NA	NA	40.38	33.11	39.15
VTCN1	0.53	82.97	0.24	69.21	-0.14	40.79	0.14	61.86	0.4	76.21	0.31	76.03	-0.2	37.31	-0.06	52.06	NA	NA	76.91	66.22	60.47
WARS2	-0.05	54.71	0.24	69.37	0.98	90.52	-0.04	45.77	0.44	77.82	0.1	67.67	-0.19	37.79	0.17	69.17	NA	NA	68.28	65.25	77.94
WASF2	-0.46	22.89	0	53.73	0.25	66.31	0.53	84.55	0.13	63.39	-0.38	28.74	-0.59	18.91	-0.54	19.74	NA	NA	57.79	34.69	31.14
WDR26	-0.29	34.06	-0.47	23.04	-0.72	15.16	-0.13	38.52	-0.49	23.35	-0.3	34.73	-0.41	25.66	-0.27	35.97	-1.68	6.26	20.28	18.06	16.17
WDR3	-0.81	10.05	-0.19	39.24	0.44	75.57	-1.22	4.97	-0.86	11.13	-0.72	12.1	-0.34	29.19	0.21	71.3	NA	NA	3.55	5.35	4.09
WDR47	-0.62	15.69	-0.76	13.45	0.25	65.85	-0.24	30.91	-0.27	35.59	-0.64	15.52	-0.68	15.98	-0.6	17.35	NA	NA	5.14	6.62	4.15
WDR63	-0.24	37.75	-0.69	15.32	-0.86	11.98	-0.75	11.15	0.74	86.04	0.1	67.15	-1.27	5.79	-0.53	19.97	NA	NA	7.69	13.73	6.68
WDR65	0.92	90.07	0.4	76.49	0.1	56.63	0.88	92.62	1.38	94.36	0.84	88.96	-0.05	46.93	0.01	58.91	NA	NA	77.04	73.05	81.78
WDR77	-0.28	35.17	-0.21	38.58	-0.53	20.92	-0.11	39.74	-0.32	32.45	-0.19	43.65	-0.21	36.73	-0.3	33.66	-1.51	7.62	44.64	44.11	36.97
WDR78	0.08	65.74	1.14	92.33	-0.08	44.01	-0.27	28.97	0.4	75.85	0.65	85.55	0.5	79.08	1.28	93.56	NA	NA	67.30	62.56	70.37
WDTC1	-0.75	11.57	-0.44	24.46	-0.84	12.34	-0.67	12.73	-1.39	4.24	-0.87	8.82	0.58	82	-0.42	25.91	NA	NA	25.06	29.62	18.63
WLS	-0.28	34.47	-0.6	18.06	-0.25	34.08	-0.6	14.7	-0.55	21.03	-0.05	56.02	-0.51	21.35	-0.58	17.81	NA	NA	28.84	37.11	21.44
WNT2B	-0.48	22.15	-0.54	20.54	-0.51	21.62	-0.06	44.44	-0.86	11.45	-0.53	20.14	-0.44	24.06	-0.45	24.32	NA	NA	19.26	16.75	25.56
WNT3A	-0.29	34.06	-0.21	38.58	-0.43	25.1	-0.13	38.52	-0.39	28.47	-0.24	39.98	-0.16	39.78	0.12	66.65	-0.58	22.22	21.41	20.67	23.98
WNT4	-0.51	20.54	-0.82	11.68	-0.6	18.74	-0.4	22.2	-0.96	9.36	-0.6	17.16	-0.55	20.05	-0.36	29.59	NA	NA	23.85	23.53	34.94
WNT9A	-0.65	14.67	-0.78	12.88	-0.71	15.46	-0.26	29.85	-0.55	21.03	-0.57	18.09	-0.96	9.8	-0.78	11.79	NA	NA	23.85	34.07	23.58
WRAP73	0.21	71.9	-0.64	16.68	-0.3	31.17	-0.42	21.05	-0.01	53.75	-0.43	24.94	-0.4	25.82	0.1	65.52	NA	NA	63.29	43.78	77.70
XCL1	0.68	86.17	0.73	85.98	0.56	80.17	0.32	75.81	-0.29	34.57	-0.17	45.6	0.71	85.62	0.98	90.47	NA	NA	84.23	78.92	81.72
XCL2	0.71	86.74	0.28	71.08	0.2	63.27	0.07	55.44	0.47	78.73	0.89	89.79	0.56	81.33	-0.12	48.49	0.85	83.32	66.59	69.48	72.60
XKR8	-0.36	29.16	-0.6	17.75	0.1	56.51	-0.23	31.65	0.2	67.14	-0.34	31.62	-0.49	22.27	-0.48	22.63	NA	NA	17.46	40.91	28.74
XPR1	-0.49	21.37	-0.78	12.77	-0.7	15.69	-0.37	23.93	-0.72	14.83	-0.45	24.65	-0.88	11.19	-0.57	18.55	NA	NA	8.43	5.33	8.85
YARS	-0.43	24.45	-0.2	38.82	0.19	62.35	-0.3	27.45	-0.49	23.35	-0.3	34.73	-0.39	26.72	-0.18	41.72	NA	NA	35.74	17.81	15.08
YBX1	-0.12	48.6	0.28	71.08	0.06	53.47	0.36	77.52	-0.22	39.02	-0.13	49.82	0.36	73.57	-0.08	50.87	0.86	83.72	42.82	36.11	38.16
YIPF1	-0.45	23.72	-0.23	37.32	0.44	75.44	-0.03	47.18	-0.41	27.28	-0.49	22.26	0.19	64.07	-0.36	29.59	NA	NA	54.36	62.26	63.84
YOD1	-0.22	39.8	-0.36	28.63	-0.37	27.8	-0.05	45.37	-0.32	32.45	-0.19	43.65	-0.36	27.99	-0.24	38.27	-0.19	35.23	27.90	21.30	24.61
YTHDF2	-0.31	33.12	-0.01	53.51	-0.18	38.2	-0.15	37.38	-0.18	42.09	-0.34	31.62	0.13	60.51	0.15	68.34	NA	NA	25.43	12.07	17.94
YY1AP1	0.82	88.77	0.52	80.34	0.69	84.41	1.65	98	-0.28	34.68	0.46	80.68	0.7	85.21	-0.29	33.72	NA	NA	47.44	24.56	34.83
ZBTB17	-0.75	11.57	-0.69	15.2	-0.84	12.34	-0.09	41.67	-0.99	8.77	-0.62	16.23	-0.71	15.15	-0.55	19.04	NA	NA	19.20	9.40	10.49
ZBTB37	-0.25	37.63	0.08	60.09	-0.31	30.96	-0.08	42.56	0.27	70.41	0.23	72.83	0.04	53.75	-0.3	33.66	-0.08	40.16	34.82	36.00	35.45
ZBTB40	0.31	75.92	-0.64	16.74	0.41	74.09	-1.08	6.15	-0.44	25.58	0.12	68.03	-0.39	26.38	-0.44	24.54	NA	NA	3.60	7.06	13.80
ZBTB41	-0.31	32.42	-0.4	26.85	-0.62	18	-0.34	24.96	-0.57	19.93	-0.83	9.81	-0.14	40.84	0.2	70.58	NA	NA	10.69	11.70	13.68
ZBTB48	-0.54	18.77	-1	8.47	-1.56	4.05	-0.61	14.26	-0.64	17.56	-0.34	30.5	-1.2	6.48	-0.55	19.04	NA	NA	4.25	2.98	2.84
ZBTB7B	-0.31	32.42	-0.64	16.53	-0.91	11.04	-0.34	24.96	-0.47	24.26	-0.24	38.63	-0.67	16.31	-0.75	12.68	NA	NA	45.54	55.11	53.90
ZBTB8A	-0.46	22.89	-0.49	22.36	-0.47	23.06	-0.33	25.66	-0.35	30.95	-0.45	24.65	-0.4	26.25	-0.42	25.91	NA	NA	61.42	56.41	72.24
ZBTB8B	-0.06	54.08	0.13	62.74	0.51	78.26	0.14	61.38	-0.02	53.64	0	61.1	0.22	66.59	0.21	71.22	-1.45	8.18	NA	NA	NA
ZBTB8OS	-0.05	55.48	0.13	62.74	0.26	66.51	0.14	61.38	0.29	71.41	-0.05	57.34	0.17	62.87	-0.05	53.64	-0.63	20.84	48.79	60.09	56.62
ZC3H11A	-0.84	9.64	-0.33	30.74	-0.21	35.98	-0.48	18.87	-0.75	14.17	-0.7	13.17	-0.02	49.8	-0.96	8.05	NA	NA	19.40	11.39	16.61
ZC3H12A	-0.16	44.76	0.67	84.68	-0.47	23.15	0.22	67.93	-0.11	46.29	-0.49	21.48	0.52	79.88	-0.16	43.71	NA	NA	84.66	69.33	59.54
ZCCHC11	-0.83	9.69	-1.59	3.1	-1.2	6.92	-1.14	5.66	-1.81	2.27	-1.08	5.46	-1.15	6.97	-1.16	5.51	NA	NA	2.66	2.47	2.19
ZCCHC17	-0.1	49.88	0.06	58.26	0.53	79.15	0.09	56.76	-0.19	41.39	-0.11	51.62	0.07	56.4	-0.12	48.49	1.25	93.47	40.47	33.42	25.43
ZDHHC18	0.06	64.52	-0.32	31.69	0.14	59.1	-0.2	33.83	-0.56	20.63	-0.34	31.62	-0.3	31.21	0.03	60.12	NA	NA	39.98	35.77	56.44
ZFYVE9	-1.07	5.86	0.14	63.65	0.15	59.8	-1.52	3.03	0.35	73.9	-0.91	7.74	0.02	52.5	-0.03	54.88	NA	NA	72.33	68.20	43.18
ZMPSTE24	-0.41	26.34	-0.65	16.36	-0.6	18.43	-0.27	29.64	-0.31	33.16	-0.43	25.96	-0.5	21.74	-0.33	31.71	NA	NA	17.17	11.31	10.96
ZMYM1	0.77	87.89	0.58	82.3	-0.19	37.43	-0.24	31.02	-0.02	52.61	-0.19	42.29	0.44	76.77	1.16	92.69	NA	NA	15.08	21.25	14.26
ZMYM4	-0.71	12.46	-1.02	8.1	0	49.37	-0.52	17.25	-0.31	32.56	-0.62	15.71	-1.28	5.73	-1.15	5.69	NA	NA	6.30	6.87	5.56
ZMYM6	-0.9	8.25	-0.33	30.9	0.93	89.67	0.12	59.87	-0.48	23.44	-1.25	3.97	-0.19	37.39	-0.47	22.92	NA	NA	14.90	39.95	38.64
ZMYND12	0.4	79.41	0.31	72.38	0.37	72.62	0.01	49.88	0.38	75.31	0.59	84.51	1.07	91.9	-0.03	54.84	NA	NA	80.23	66.18	74.07
ZNF124	-0.38	28.24	-0.36	28.93	0.06	53.62	0.06	54.31	-0.11	46.94	-0.3	34.73	-0.15	40.41	-0.42	25.91	NA	NA	63.02	70.79	66.27
ZNF238	-0.49	21.37	-0.78	12.77	-1.28	6.15	-0.37	23.93	-0.82	12.27	-0.51	21.17	-0.6	18.44	-0.39	27.64	NA	NA	9.52	6.17	6.75
ZNF281	-0.72	12.33	-0.4	26.85	-1.05	8.7	-0.06	44.57	-0.81	12.54	-0.74	11.96	-0.48	22.63	-0.63	16.36	NA	NA	15.14	16.91	7.17
ZNF326	-0.45	23.72	-0.47	23.25	-0.43	24.86	-0.03	47.18	-0.62	18.12	-0.38	28.74	-0.29	31.79	-0.12	47.02	NA	NA	22.14	14.98	12.45
ZNF362	0.14	68.71	0.04	56.92	-0.39	27.08	0.17	64.67	0.06	58.83	-0.19	43.65	-0.21	36.73	0.09	64.59	-1.29	9.71	40.88	25.65	35.50
ZNF436	-0.45	23.72	-0.47	23.25	-0.72	14.96	-0.32	26.55	-0.59	19.35	-0.36	30.17	-0.25	34.57	-0.09	49.52	NA	NA	41.17	25.54	22.16
ZNF496	-0.92	7.85	-1.44	3.95	0.56	80.31	-0.87	8.99	-1.43	4	-0.89	8.32	-0.55	19.66	-0.99	7.52	NA	NA	17.55	19.60	58.03
ZNF642	-0.28	34.47	0.87	88.8	0.48	77.13	0.55	85.24	0.59	82.27	-0.05	56.02	0.52	79.88	-0.16	43.71	NA	NA	83.18	86.36	76.69
ZNF643	-0.28	34.47	1.11	92.06	0.92	89.5	0.84	92.04	1.62	95.92	-0.11	50.34	0.86	88.49	-0.1	48.89	NA	NA	86.09	89.13	84.59
ZNF644	0.44	80.25	-0.32	30.94	-0.83	12.47	-1.11	5.86	-1.13	6.84	-0.89	8.04	-0.15	39.94	0.08	63.9	NA	NA	54.32	32.40	45.23
ZNF648	0.73	87.13	0.66	84.55	0.28	67.61	0.19	66.37	0.86	88.51	1.18	93.13	0.25	68	0.14	67.69	NA	NA	84.99	91.68	76.66
ZNF669	-0.19	41.28	0.98	90.38	0.87	88.65	0.37	77.83	-0.03	52.33	-0.49	22.26	1.44	95.15	0.34	76.13	NA	NA	96.75	97.17	95.05
ZNF670	-0.33	31.07	-0.54	20.26	0.33	70.26	-0.18	35	-0.46	24.98	-0.28	36.38	-0.11	43.42	-0.39	27.64	NA	NA	33.54	26.27	38.34
ZNF683	1.45	94.76	1.09	91.9	0.43	74.83	0.17	63.64	0.25	69.27	0.8	88.32	0.84	88.15	2.49	98.35	NA	NA	90.45	92.28	82.89
ZNF684	-0.04	56.02	0.26	70.44	-0.14	40.39	0.55	85.12	0.34	73.83	0.04	63.43	0.29	70.07	-0.06	52.06	NA	NA	56.42	57.62	51.44
ZNF687	-0.53	19.17	-0.81	12.08	-1.38	5.38	-0.14	37.73	-0.47	24.06	-0.43	24.76	-0.48	22.37	-1.29	4.26	NA	NA	34.68	20.81	11.60
ZNF691	-0.28	35.17	-0.45	24	0.05	53.05	-0.11	39.74	-0.42	26.73	-0.26	38.17	-0.16	39.78	-0.27	35.97	0.28	56.69	21.95	25.88	50.86
ZNF692	-0.21	40.08	-0.73	14.02	-0.19	37.34	-0.52	17.53	-0.35	30.95	0.08	66.58	-0.12	42.21	-0.49	21.68	NA	NA	36.96	37.83	25.12
ZNF695	1.78	96.42	0.62	83.42	0.63	82.55	-0.6	14.7	0.63	83.31	1.33	94.13	1.48	95.4	1.68	95.94	NA	NA	85.78	85.48	85.96
ZNHIT6	-0.14	46.38	-0.4	26.73	-0.28	32.36	0.13	60.5	0.41	76.62	0.08	66.58	-0.33	29.47	-0.31	32.45	NA	NA	32.37	63.14	26.38
ZP4	0.9	89.74	-0.11	45.61	0.75	85.78	-0.29	27.9	-1.42	4.12	-0.6	16.55	0.98	90.58	0.66	85.28	NA	NA	82.28	85.27	82.53
ZRANB2	0.09	66.37	-0.27	34.32	-0.36	28.4	0.12	60.24	0.17	65.36	0.17	70.35	-0.07	46.14	0.18	69.93	NA	NA	18.58	19.55	22.00
ZSCAN20	-0.61	15.75	-0.53	20.91	-0.02	48.21	-0.89	8.58	0.22	67.5	-1	6.42	-0.86	11.48	-0.35	29.7	NA	NA	12.38	14.51	40.20
ZSWIM5	-1.25	4.1	-0.73	14.2	-0.51	21.72	-0.1	40.39	0.31	72.04	-1.23	4.18	-0.79	12.85	-1.15	5.69	NA	NA	19.65	16.46	41.00
ZYG11A	0.59	84.31	0.84	88.23	1.92	97.85	0.22	68.79	0.71	85.51	-0.26	38.17	0.57	81.68	0.89	89.38	NA	NA	NA	NA	NA
ZYG11B	-0.64	15.22	-1	8.32	-1.54	4.17	-0.53	16.97	-0.96	9.36	-0.6	17.16	-0.68	15.98	-0.6	17.35	NA	NA	11.60	14.17	9.54
ZZZ3	0.03	62	-0.75	13.58	0.2	62.96	-0.72	11.65	-0.5	22.59	0.27	73.91	0.31	70.88	-0.75	12.68	NA	NA	22.38	20.89	22.21
AAK1	-0.07	52.94	-0.66	15.91	-0.52	21.44	-0.26	29.98	0.67	84.14	-0.24	38.63	-0.21	36.83	-0.32	32.05	NA	NA	51.29	25.83	52.15
AAMP	-0.43	24.45	0.04	57.15	-0.25	34	-0.3	27.45	-0.41	27.28	-0.49	22.26	0.19	64.07	0.41	78.67	NA	NA	25.77	36.83	52.62
ABCA12	-0.79	10.6	-0.3	32.27	-1.51	4.39	-1.19	5.17	-0.89	10.65	-1.55	2.09	-0.88	10.98	-1.75	2.03	NA	NA	3.61	6.88	7.25
