GENE	ALL_0.1%	%ALL_0.1%	%OEratio	%ExAC_0.05%popn	OEratio-percentile[ExAC]	LoF-FDR[ExAC]	ExAC_v2_0.05%popn	%ExAC_v2_0.05%popn	Edge Case (ExAC_v2)	OEratio-percentile[ExAC_v2]
GLIPR1	-0.43	25.37	NA	71.63	71.5763	0.8439438	0.2585	61.6031	N	88.0044
GLIPR1L1	-0.14	43.29	Y	59.24	95.5365	0.3542324	0.1676	57.5855	N	80.6461
GLIPR1L2	0.24	69.21	NA	61.51	79.4856	0.2274684	-0.0263	48.1232	N	77.9830
GLIPR2	-0.38	27.42	Y	60.92	39.2091	0.9067313	0.2319	60.4692	Y	58.5885
GLIS1	0.7	85.29	NA	80.1	66.1836	0.04926466	0.4624	70.3715	N	76.0551
GLIS2	-0.18	40.36	NA	38.67	35.3319	0.01168113	0.1882	58.5826	N	26.9612
GLIS3	-0.01	52.86	NA	80.09	76.0785	0.00387104	1.5142	93.8612	N	87.9639
GLMN	1.29	93.8	NA	77.76	24.0819	0.08937699	0.6624	77.4389	N	40.0741
GLMP	0.02	55.61	NA	76.4	90.2655	0.8339651	0.6871	78.2893	N	90.5633
GLO1	-0.05	49.76	Y	26.01	88.3131	0.6515133	-0.3735	32.5904	Y	90.1696
GLOD4	-0.14	43.77	NA	69.52	51.4878	0.6021864	0.2996	63.4213	N	75.6788
GLOD5	0.84	88.18	NA	92.16	58.7666	0.6203274	1.2438	92.3197	N	72.6799
GLP1R	0.13	63.57	NA	72.31	12.4170	0.05728375	0.2738	62.2972	N	9.4656
GLP2R	1.02	91.05	NA	57.67	36.6261	0.4304292	0.1023	54.4379	N	24.7265
GLRA1	-0.51	21.56	NA	36.31	24.1593	0.09035603	-0.1422	42.6002	N	26.6485
GLRA2	-0.1	46.49	Y	23.37	3.0476	0.158427	-0.5756	20.3762	Y	4.7241
GLRA3	-0.67	15.76	NA	28.26	30.5586	0.00310365	-0.6480	22.4927	N	23.4296
GLRA4	1.17	92.73	NA	79.29	40.9679	0.5557507	0.9762	88.7147	N	55.0397
GLRB	-1	8.32	NA	21.22	60.5254	0.03969925	-0.5297	26.4418	N	42.1120
GLRX	-0.21	38.28	Y	59.68	93.5454	0.9862207	0.1182	55.2395	Y	76.3793
GLRX2	0.39	75.87	Y	75.15	29.0321	0.9243059	0.5540	73.7146	N	22.0286
GLRX3	-0.07	48.35	NA	36.6	98.3186	0.0232519	-0.3640	33.0108	N	78.1393
GLRX5	NA	NA	NA	NA	92.6051	0.4260507	NA	NA	NA	NA
GLS	0.15	64.32	Y	31.43	3.8827	0.006822685	-0.1446	42.5024	N	8.3309
GLS2	-0.54	20.54	NA	10.55	14.8009	0.09781446	-0.7822	18.6217	N	60.8927
GLT1D1	0.15	64.61	NA	60.79	67.9867	0.6762174	0.2813	62.6100	N	63.9553
GLT6D1	1.33	94.17	NA	93.13	76.3274	0.2124825	1.0419	87.0674	N	89.8975
GLT8D1	-0.07	48.35	NA	25.6	52.4723	0.1753011	-0.5708	25.0342	N	61.3211
GLT8D2	-0.11	45.26	NA	86.32	89.8396	0.6373256	0.8681	83.4702	N	92.9948
GLTP	-0.14	43.29	Y	33.42	86.8086	0.4294238	0.0623	52.5024	Y	99.4616
GLTPD2	NA	NA	NA	77.5	91.5542	0.915211	0.3901	67.3021	Y	82.7592
GLTSCR1	NA	NA	NA	NA	28.0808	0.000898216	NA	NA	NA	NA
GLTSCR1L	-0.57	18.96	NA	21.03	54.2810	2.96E-08	-0.8308	17.3607	N	26.9264
GLTSCR2	0.4	76.41	NA	88.22	32.5387	0.04237681	0.6384	76.7253	N	71.4410
GLUD1	-0.03	51.4	Y	9.69	9.3750	0.8648835	-1.0709	11.7009	N	12.3777
GLUD2	0.15	64.51	NA	66.12	36.3938	0.7294035	-0.3698	29.1536	N	33.5263
GLUL	-0.43	25.15	Y	13.65	12.3838	0.00331398	-0.6534	22.3363	N	10.0041
GLYAT	0.24	69.21	NA	88.44	87.6162	0.546262	0.7727	80.9189	N	89.4691
GLYATL1	-1.16	6.17	NA	63.46	35.4591	0.1041741	0.0772	53.2551	N	57.6217
GLYATL2	0.95	90.01	NA	96.33	98.0863	0.9816685	0.7073	79.0127	N	94.9980
GLYATL3	0.46	78.28	NA	NA	NA	NA	NA	NA	NA	NA
GLYCTK	0.24	69.46	NA	56.13	62.8097	0.8181691	0.4225	68.5728	N	93.9269
GLYR1	-0.89	10.3	NA	4.37	5.7080	6.64E-07	-1.2595	8.8270	N	3.8847
GM2A	0.68	84.93	NA	75.62	39.7345	0.4035472	0.6506	77.0577	N	49.3429
GMCL1	-0.45	24.19	NA	33.56	26.8308	0.4694335	-0.3331	34.2620	N	27.2101
GMDS	-0.3	32.62	Y	24.75	17.5608	0.003642639	-0.3967	31.6618	N	21.9070
GMEB1	-0.47	23.25	NA	12.19	23.3186	0.009582011	-0.9443	14.4282	N	10.7393
GMEB2	-0.73	14.08	NA	8.37	21.1228	0.004390203	-0.5427	25.9922	N	17.6924
GMFB	-0.01	52.85	Y	44.01	6.6538	0.2378852	-0.0670	46.2366	Y	4.9615
GMFG	-0.03	51.4	Y	56.09	55.4204	0.7746881	0.3958	67.5367	Y	91.1712
GMIP	0.32	72.83	NA	35.44	31.4215	0.1853045	0.3906	67.3216	N	29.6243
GML	0.55	81.38	NA	89.27	96.5155	0.2579982	0.7049	78.9443	N	80.6519
GMNC	1.41	94.84	NA	NA	NA	NA	NA	NA	NA	NA
GMNN	0.99	90.52	NA	73.84	44.9004	0.107726	0.4399	69.3255	N	39.8946
GMPPA	-0.29	33.34	NA	67.18	33.3186	0.5515406	0.3878	67.1750	N	29.3637
GMPPB	-0.34	30.56	NA	21.22	23.2688	0.8397577	-0.6807	21.5347	N	27.3433
GMPR	-0.31	31.93	NA	60.67	95.0498	0.2827103	0.4791	70.8993	N	71.4757
GMPR2	-0.18	40.16	NA	71.74	71.6538	0.3741529	0.1384	56.2170	N	86.6149
GMPS	-0.25	35.99	NA	14.98	25.6029	0.000222091	-0.7621	19.1887	N	16.6561
GNA11	-0.14	43.57	NA	18.35	0.8186	0.07349629	-0.7743	18.7879	N	1.0537
GNA12	-0.47	23.04	Y	54.92	8.9823	0.09465203	0.5103	72.1212	N	9.9114
GNA13	0.08	60.09	Y	39.93	12.5996	0.4213517	-0.3910	31.8768	N	7.1325
GNA14	-0.13	43.91	NA	64.68	67.5774	0.8921847	0.4304	68.9443	N	54.0960
GNA15	-0.49	22.51	NA	34.75	22.0299	0.1876389	-0.2845	36.3734	N	23.2212
GNAI1	-0.16	41.64	Y	19.66	2.0686	0.05104147	-0.6359	22.8543	N	2.3273
GNAI2	-0.34	30.37	NA	31.68	4.6792	0.210894	-0.0062	49.1593	N	78.8688
GNAI3	-0.25	35.42	Y	29.45	23.9602	0.3214911	-0.2955	35.9335	N	16.4940
GNAL	-0.3	32.62	Y	21.96	1.8529	0.1305687	-0.6116	23.6461	Y	1.9800
GNAO1	-0.74	13.94	NA	10.01	6.2168	0.02691431	-0.7971	18.2014	N	2.0031
GNAQ	-0.25	35.42	Y	31.14	0.9900	0.02753524	-0.3009	35.7087	Y	0.8279
GNAS	-0.02	52.32	NA	71.91	20.1162	0.000406793	0.0378	51.2805	N	95.8143
GNAT1	-0.6	17.75	NA	24.43	80.9237	0.9861869	-0.4157	30.8700	N	90.3549
GNAT2	0.02	55.22	Y	53.91	50.0553	0.2465069	-0.2944	35.9922	N	44.9777
GNAT3	0.48	79.25	NA	63.87	70.6139	0.3071996	0.0520	51.9746	N	61.2517
GNAZ	-0.85	11.06	NA	13.35	0.8131	0.1256608	-0.8697	16.4614	N	1.2679
GNB1	-0.32	31.46	Y	26.17	0.3097	0.01501327	-0.4777	28.3969	N	0.7874
GNB1L	0.69	85.18	NA	85.15	47.5442	0.4992371	0.6582	77.2923	N	68.4537
GNB2	-0.49	22.36	NA	13.7	0.5199	0.008431649	-0.6845	21.4272	N	0.7526
GNB3	-0.4	26.73	NA	19.88	58.1858	0.9320259	-0.4640	28.8954	N	48.9434
GNB4	-0.03	51.4	Y	46.64	14.4690	0.05849675	-0.2670	37.1457	N	13.4661
GNB5	-0.58	18.72	NA	26.74	40.6416	0.2660129	-0.5651	25.2102	N	39.6746
GNE	-0.03	51.92	NA	6.72	29.8617	0.6659848	-1.4238	6.7253	N	30.7127
GNG10	NA	NA	NA	55.27	76.1670	1	-0.0013	49.3939	Y	56.4117
GNG11	0.06	58	Y	68.69	92.2345	0.7400754	0.2737	62.2874	Y	23.4817
GNG12	-0.01	52.85	Y	68.69	87.1847	0.4470495	0.2452	61.0850	Y	19.4929
GNG13	-0.08	47.79	Y	73.29	80.1991	0.852343	0.3433	65.3177	Y	94.6738
GNG2	0.06	58	Y	54.76	4.9392	0.7122988	-0.0013	49.3939	Y	3.0857
GNG3	0.17	65.04	NA	48.29	8.2080	0.5906196	-0.0412	47.4878	Y	6.1483
GNG4	0.06	58	Y	61.48	96.5487	0.8455404	0.1041	54.5357	Y	79.2509
GNG5	0.15	63.81	NA	61.3	97.5774	0.636378	0.0257	50.7038	Y	82.8461
GNG5P2	NA	NA	NA	NA	94.9226	0.6519328	NA	NA	NA	NA
GNG7	0.08	59.43	Y	51.3	51.2832	0.5994558	-0.0184	48.5239	Y	19.1108
GNG8	0.15	63.81	NA	71.36	61.7644	0.9253305	0.2208	59.9902	Y	97.1053
GNGT1	0.19	66.57	Y	60.16	37.6715	0.1824963	0.1254	55.5914	Y	60.5106
GNGT2	0.5	79.79	Y	66.38	42.8374	0.7430664	0.2109	59.5503	Y	92.0222
GNL1	-0.45	24.33	NA	21.97	11.9303	3.25E-06	-0.7465	19.6090	N	9.4714
GNL2	-1	8.54	NA	21.56	46.6261	4.61E-05	-0.3642	33.0010	N	39.1710
GNL3	0.8	87.59	NA	63.85	32.3783	0.3986057	0.1122	54.9267	N	26.3243
GNL3L	-0.31	32.06	NA	45.71	37.2622	0.000522144	-0.2386	37.1473	N	13.6977
GNLY	1.1	91.96	NA	93.3	94.9668	0.5674617	1.2590	90.8504	N	87.3270
GNMT	0.06	58.53	Y	57.13	85.9403	0.1535774	-0.0419	47.4487	N	87.4776
GNPAT	-0.2	39.11	NA	25.83	45.1217	0.004948193	-0.3183	34.9462	N	34.8810
GNPDA1	-0.47	23.04	Y	21.53	20.0885	0.7184329	-0.5534	25.6012	N	11.4861
GNPDA2	-0.21	38.28	Y	32.2	16.4491	0.6521683	-0.4948	27.7713	N	25.4907
GNPNAT1	-0.05	49.39	Y	45.58	31.8308	0.8435208	-0.1184	43.8221	Y	14.1956
GNPTAB	-1.37	4.51	NA	16	38.3573	0.004664235	-0.6535	22.3265	N	37.7410
GNPTG	-0.33	30.7	NA	19.24	63.3518	0.5329949	0.0985	54.2424	N	91.4954
GNRH1	0.68	84.81	NA	80.66	72.5111	0.5337678	0.5513	73.5973	Y	63.7758
GNRH2	0.24	68.98	Y	74.25	98.1527	0.7061518	0.1950	58.8270	Y	94.8532
GNRHR	-0.12	45.13	NA	61.7	62.6881	0.2331689	-0.2814	36.4907	N	85.5960
GNS	-0.31	31.93	NA	8.89	23.0033	0.1055058	-0.8902	15.9824	N	28.2001
GOLGA1	0.03	55.79	NA	40.89	50.6139	0.004557728	-0.1331	43.0987	N	49.3950
GOLGA2	0.36	74.7	NA	70.65	45.7080	1.32E-06	0.1165	55.1417	N	42.2278
GOLGA3	-0.57	18.97	NA	29.02	68.6449	5.47E-09	0.1521	56.8622	N	68.8068
GOLGA4	0.07	59.05	NA	49.22	68.5619	1.11E-08	-0.4488	29.5015	N	45.1688
GOLGA5	0.27	70.69	NA	63.44	38.5454	7.89E-06	-0.0064	49.1496	N	45.9735
GOLGA6A	NA	NA	NA	NA	2.2511	0.9508216	NA	NA	NA	NA
GOLGA6B	NA	NA	NA	NA	72.1073	0.7917856	NA	NA	NA	NA
GOLGA6C	NA	NA	NA	NA	98.7611	0.7210087	NA	NA	NA	NA
GOLGA6D	NA	NA	NA	NA	26.5708	0.759662	NA	NA	NA	NA
GOLGA6L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6L10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6L2	NA	NA	NA	NA	53.2965	0.9171944	NA	NA	NA	NA
GOLGA6L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6L6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA6L9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA7	-0.01	52.85	Y	58.8	14.9004	0.2280064	0.0299	50.9189	Y	24.3849
GOLGA7B	0.13	62.74	Y	36.71	31.2666	0.6576671	0.0083	49.8143	Y	88.6412
GOLGA8A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8H	NA	NA	NA	NA	92.7710	0.8402906	NA	NA	NA	NA
GOLGA8I	NA	NA	NA	NA	34.9889	0.7451728	NA	NA	NA	NA
GOLGA8J	NA	NA	NA	NA	10.7799	0.8018061	NA	NA	NA	NA
GOLGA8K	NA	NA	NA	NA	20.7854	0.8388001	NA	NA	NA	NA
GOLGA8M	NA	NA	NA	NA	79.4801	0.1696338	NA	NA	NA	NA
GOLGA8O	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8Q	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8R	NA	NA	NA	NA	23.1250	0.6086545	NA	NA	NA	NA
GOLGA8S	NA	NA	NA	NA	84.1593	0.956904	NA	NA	NA	NA
GOLGA8T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGB1	-0.21	37.77	NA	43.14	58.3462	2.84E-11	-0.2802	36.5689	N	45.2498
GOLIM4	-0.33	30.82	NA	29.07	70.6914	0.09868734	-0.1775	40.9971	N	59.1559
GOLM1	0.64	84.05	NA	86.16	54.2146	0.1211997	0.8735	83.5582	N	80.6577
GOLPH3	-0.36	28.63	Y	34.4	22.0796	0.8282124	-0.3366	34.1153	Y	26.2085
GOLPH3L	0.04	56.92	Y	76.78	34.3086	0.1228901	0.1931	58.7586	N	26.9033
GOLT1A	-0.34	30.07	Y	66.1	97.9535	0.5530517	0.4429	69.4721	Y	56.0181
GOLT1B	0.5	79.79	Y	59.68	6.4934	0.186905	0.1923	58.7390	Y	16.0424
GON4L	-1.36	4.54	NA	4.34	36.3219	1.18E-10	-2.3466	2.1310	N	27.2738
GON7	0.04	56.25	Y	77.83	98.0476	0.8841892	0.3034	63.6168	Y	99.7395
GOPC	-0.63	17.03	NA	32.57	39.2588	0.1586324	-0.3514	33.5582	N	36.5773
GORAB	-0.47	23.43	NA	31.28	41.9524	0.3576097	-0.0426	47.4291	N	45.9503
GORASP1	1.35	94.37	NA	72.31	90.5254	0.02718634	0.6327	76.5005	N	98.5005
GORASP2	-0.27	34.6	NA	20.49	17.6383	0.01236906	-0.5153	26.9599	N	33.6189
GOSR1	-0.03	51.4	Y	25.94	69.8119	0.02997627	-0.4450	29.6676	N	53.6386
GOSR2	0.35	74.18	NA	54.8	58.7942	0.5285721	0.1403	56.3148	N	55.6533
GOT1	-0.58	18.44	NA	35.24	18.9823	0.1205399	-0.5636	25.2590	N	19.8692
GOT1L1	-0.2	39.11	NA	82.66	85.1881	0.7793364	0.4932	71.4858	N	66.6705
GOT2	0.31	72.6	NA	59.63	67.2511	0.02571731	0.1642	57.4487	N	76.3909
GP1BA	0.14	63.62	NA	38.9	68.8440	0.2379075	-0.5479	25.8065	N	53.9281
GP1BB	NA	NA	NA	NA	10.3097	0.9762201	NA	NA	NA	NA
GP2	-0.4	26.85	NA	50.2	56.7257	0.7265221	0.0609	52.4242	N	32.0211
GP5	-0.03	51.92	NA	36.61	61.3496	0.9922348	-0.0742	45.9335	N	65.1769
GP6	2.13	97.94	NA	89.31	56.9746	0.9441754	1.3698	92.3460	N	90.0075
GP9	NA	NA	NA	78.78	43.0973	0.2565775	0.6323	76.4907	N	49.0650
GPA33	0.13	63.49	NA	80.6	72.5774	0.4179939	0.7852	81.3099	N	85.0287
GPAA1	0.22	68.49	NA	47.24	41.2279	0.7559028	-0.2985	35.8162	N	84.3339
GPALPP1	0.24	69.21	NA	74.67	89.2920	0.5427595	0.6958	78.6315	N	87.0665
GPAM	-0.24	36.23	NA	30.04	21.1449	0.002358285	-0.6920	21.2023	N	20.6855
GPANK1	0.42	76.96	NA	74.51	78.2246	0.4814707	0.3338	64.9267	N	67.3537
GPAT2	NA	NA	NA	65.25	48.8164	0.5890444	0.2035	59.2180	N	53.8991
GPAT3	-0.09	46.99	NA	49.62	41.7146	0.4628347	-0.4031	31.3392	N	37.0173
GPAT4	-0.41	26.23	Y	16.69	9.8562	0.1046562	-0.7872	18.4751	N	6.7157
GPATCH1	-0.21	37.76	NA	69.06	83.7279	0.005015511	0.6367	76.6569	N	77.2072
GPATCH11	-0.07	48.12	Y	72.17	45.7965	0.5271705	0.7578	80.5181	N	35.2631
GPATCH2	0.11	61.91	NA	62.93	54.6903	0.3575589	0.0228	50.5474	N	53.2392
GPATCH2L	0.08	60.31	NA	14.37	23.1527	0.000741656	-0.9260	14.9267	N	29.5201
GPATCH3	-0.55	19.8	NA	58.77	69.5022	0.4939243	0.1491	56.7058	N	37.7062
GPATCH4	0.69	85.1	NA	78.4	79.6737	0.7568254	0.7384	79.9902	N	61.9695
GPATCH8	-0.74	13.79	NA	10.3	30.2212	1.54E-09	-0.4748	28.4946	N	26.1159
GPBAR1	0.06	58.74	NA	80.6	74.5022	0.9749933	0.7925	81.4761	N	69.7157
GPBP1	0.04	57.31	NA	43.04	16.3662	0.000330915	-0.1837	40.7234	N	18.4392
GPBP1L1	-0.98	8.8	NA	44.48	22.4723	0.001477804	-0.4803	28.3187	N	27.3780
GPC1	-1.02	8.14	NA	79.98	72.1460	0.06471766	1.1093	88.2307	N	38.4762
GPC2	-0.87	10.65	NA	35.9	72.0133	0.09456039	-0.3430	33.8612	N	31.7316
GPC3	-0.45	24.19	NA	44.82	25.9513	0.001103845	-0.3539	30.7210	N	21.5654
GPC4	-0.07	48.35	NA	22.49	25.7246	0.01975182	-0.1903	40.1254	N	21.9591
GPC5	-0.82	11.94	NA	50.38	84.4690	0.17705	0.3100	63.9003	N	56.8112
GPC6	0.02	55.61	NA	28.53	48.0586	0.0259663	-0.7868	18.4848	N	24.7438
GPCPD1	-0.2	38.98	NA	35.27	18.2854	0.02725993	-0.4845	28.1623	N	18.4681
GPD1	0.15	64.61	NA	75.49	23.9325	0.1340693	0.5274	72.7761	N	46.9866
GPD1L	-0.49	22.36	NA	17.11	26.2555	0.4868908	-0.4510	29.4135	N	44.9314
GPD2	0.22	68.49	NA	37.05	40.9513	0.119987	-0.1817	40.8016	N	37.1215
GPER1	-0.29	33.42	NA	11.81	30.2378	0.1320561	-0.2008	40.0391	N	25.3807
GPHA2	-0.25	35.42	Y	68.35	74.7013	0.904556	-0.1028	44.5650	Y	75.3488
GPHN	0.06	58.74	NA	7.36	9.3529	1.03E-05	-1.2610	8.8074	N	5.7083
GPI	-0.91	10.03	NA	32.32	33.2080	0.3048341	-0.4149	30.9189	N	39.3504
GPIHBP1	0.28	71.27	NA	85.4	85.3595	0.5994558	0.5083	72.0723	N	59.9259
GPKOW	-0.38	27.69	NA	78.85	32.3119	0.003298903	0.8303	85.7367	N	17.5187
GPLD1	0.28	70.78	NA	82.05	81.6538	0.05632296	0.6892	78.3969	N	82.7824
GPM6A	-0.16	41.25	Y	22.23	11.9746	0.02836743	-0.3480	33.6657	N	6.1831
GPM6B	-0.05	49.76	Y	20.56	5.1051	0.2115019	-0.8293	15.2038	Y	7.3988
GPN1	0	53.85	NA	51.75	40.6305	0.1313678	0.4034	67.8006	N	39.9583
GPN2	0.04	57.15	NA	40.68	76.8805	0.3248935	-0.6549	22.2776	N	93.1743
GPN3	-0.38	27.69	NA	30.2	78.0420	0.5928361	-0.3526	33.5288	N	59.1154
GPNMB	0.89	89.29	NA	87.12	82.6881	0.6921841	0.8655	83.3724	N	83.9981
GPR1	0.57	82.08	NA	69.71	81.3993	0.6282482	0.2156	59.7556	N	59.1212
GPR101	0.66	84.55	NA	93.2	50.8296	0.304953	1.1222	90.9091	N	69.6694
GPR107	-0.44	24.46	NA	22.44	34.1814	0.008261416	-0.1293	43.2747	N	23.9970
GPR108	0.27	70.64	NA	93.21	60.7909	0.640468	1.2063	90.0489	N	95.0732
GPR111	NA	NA	NA	NA	63.7998	0.6092822	NA	NA	NA	NA
GPR119	0.26	70.26	NA	31.8	16.5210	0.509268	-0.3671	29.4671	N	14.3056
GPR12	0.17	65.56	Y	22.72	8.3407	0.07237249	-0.6176	23.4213	N	14.3692
GPR132	-0.67	15.86	NA	33.43	23.4458	0.5434226	-0.1921	40.3715	N	31.5521
GPR135	NA	NA	NA	81.84	97.9701	0.8654907	0.7540	80.4106	N	94.8127
GPR137	-0.42	25.56	NA	21.02	18.8606	0.04773588	-0.2521	37.8495	N	37.1157
GPR137B	-0.4	26.53	NA	48.25	90.1991	0.7175981	-0.2476	37.9961	N	88.9423
GPR137C	-0.32	31.69	NA	24.07	43.4015	0.08169979	-0.4967	27.7028	N	30.0411
GPR139	-0.29	32.94	NA	40.44	42.9369	0.3874394	-0.1647	41.6031	N	35.0200
GPR141	-0.54	20.54	NA	31.39	84.3695	0.9589164	-0.2175	39.3353	N	58.9128
GPR142	-0.21	37.74	NA	95.81	67.0465	0.4317249	1.6710	95.1124	N	81.3524
GPR143	0.02	55.45	NA	81.36	76.0122	0.1654768	0.5671	79.1536	N	41.9093
GPR144	5.54	99.85	NA	NA	NA	NA	NA	NA	NA	NA
GPR146	-0.06	48.84	NA	55.98	78.9491	0.6469562	0.3091	63.8807	N	65.1074
GPR148	1.02	90.98	NA	89.98	27.3673	0.476514	1.0275	86.7840	N	51.1955
GPR149	-0.55	19.8	NA	11.88	75.0553	0.3548907	-0.9658	13.8710	N	71.7073
GPR15	0.49	79.38	NA	31.85	63.7832	0.5439859	-0.1791	40.9286	N	74.1330
GPR150	NA	NA	NA	NA	95.5973	0.9775303	NA	NA	NA	NA
GPR151	0.46	78.69	NA	96.04	87.9812	0.5120213	1.2667	90.9775	N	89.5096
GPR152	0.54	81.07	NA	47.73	39.5741	0.7613393	0.5982	75.2199	N	32.1948
GPR153	NA	NA	NA	66.42	91.2223	0.9621354	0.4616	70.3226	N	63.4343
GPR155	-1	8.47	NA	7.31	53.5509	0.5674617	-1.3074	8.1623	N	46.0777
GPR156	1.4	94.76	NA	88.11	44.0874	0.4976544	0.7625	80.6452	N	44.8619
GPR157	-0.27	34.71	NA	67.69	97.7655	0.9617996	0.3011	63.5191	N	92.5201
GPR158	-0.41	25.85	NA	21.06	57.5774	2.03E-05	-0.5497	25.7283	N	66.7111
GPR160	0.37	75.12	NA	85.13	59.4635	0.5573901	0.4053	67.8495	N	72.2631
GPR161	-0.8	12.33	NA	8.94	18.0476	0.06856685	-0.8651	16.5494	N	14.2071
GPR162	-0.97	8.95	NA	17.55	18.0586	0.114622	-0.7415	19.7556	N	16.5345
GPR17	-0.35	29.49	NA	90.95	48.8938	0.9254845	0.9218	84.4477	N	63.4169
GPR171	-0.21	38.58	Y	20.97	25.6692	0.4869664	-0.5149	26.9795	N	21.7218
GPR173	-0.49	22.09	NA	16.27	7.6217	0.2388404	-0.5722	20.8464	Y	3.5257
GPR174	0.37	75.12	NA	65.09	32.6991	0.0118195	-0.0150	50.9404	Y	16.1408
GPR176	-0.71	14.5	NA	17.57	50.4369	0.1330825	-0.6480	22.4927	N	41.6546
GPR179	2.77	99	NA	99.69	62.4447	0.1387825	2.7983	98.8563	N	59.4917
GPR18	-0.47	23.25	NA	28.7	64.5962	0.7146664	-0.4354	30.0684	N	45.2556
GPR180	-0.01	53.51	NA	23.7	88.7555	0.9853321	-0.4811	28.2698	N	65.3853
GPR182	-0.27	34.71	NA	24.23	61.5708	0.6568117	-0.6681	21.8866	N	44.0746
GPR183	0.06	58.53	Y	61.51	39.0487	0.5206201	-0.2430	38.1916	N	10.9651
GPR19	0.37	75.29	NA	37.34	27.5553	0.09766826	-0.2446	38.1427	N	26.1796
GPR20	-0.31	32.15	NA	91.4	64.0597	0.3349945	0.2255	60.2151	N	26.0522
GPR21	-0.4	26.53	NA	20.3	36.9524	0.4429125	-0.5480	25.7967	N	20.5639
GPR22	-0.36	28.63	Y	26.99	16.1947	0.0322926	-0.6062	23.8123	N	9.3267
GPR25	NA	NA	NA	63.36	28.7445	0.892599	0.2673	62.0137	N	52.9265
GPR26	NA	NA	NA	20.43	6.8971	0.3256453	-0.3324	34.2913	N	7.7925
GPR27	NA	NA	NA	NA	11.8861	0.5670253	NA	NA	NA	NA
GPR3	0.06	58.53	Y	38.77	20.1770	0.6062689	-0.2373	38.4848	N	18.9892
GPR31	0.49	79.38	NA	89.46	75.2434	0.8134725	1.1286	88.6901	N	68.5000
GPR32	0.11	61.91	NA	27.51	39.6626	0.913788	-0.4058	31.2708	N	55.7518
GPR34	0.04	56.64	Y	39.94	9.0597	0.2610679	-0.1841	40.9091	Y	10.0735
GPR35	1.47	95.26	NA	87.96	37.5608	0.6909993	1.1556	89.2473	N	31.5984
GPR37	-0.42	25.64	NA	28.94	64.4082	0.01896548	-0.3609	33.1672	N	55.3523
GPR37L1	-0.42	25.73	NA	19.2	63.2356	0.8004921	-0.0742	45.9335	N	68.4363
GPR39	-0.09	47.06	NA	48.33	52.1958	1	0.0837	53.5679	N	81.4856
GPR4	-0.41	26.23	Y	12.52	15.5420	0.6160504	-0.9169	15.1808	N	13.5703
GPR42	NA	NA	NA	NA	97.0133	0.7016667	NA	NA	NA	NA
GPR45	-0.27	34.6	NA	14.21	48.4956	0.06826467	-0.9271	14.8876	N	23.7423
GPR50	-0.38	28.01	NA	93.05	64.0874	0.1413945	0.5368	77.4295	N	50.5703
GPR52	-0.3	32.62	Y	54.24	55.5144	0.3209728	-0.2373	38.4848	N	52.5271
GPR55	0	53.73	NA	48.25	33.2412	0.8455404	0.1315	55.8651	N	25.5022
GPR6	0.08	60.09	Y	40.68	42.0354	0.2488444	-0.1350	42.9814	N	64.1174
GPR61	-0.47	23.04	Y	7.76	16.8916	0.04275815	-1.0325	12.5415	N	15.5561
GPR62	NA	NA	NA	NA	42.9259	0.8432763	NA	NA	NA	NA
GPR63	-0.09	46.74	NA	25.01	55.6084	0.02038519	-0.5111	27.1359	N	52.4576
GPR65	-0.05	49.76	Y	45.9	58.9602	0.08117227	-0.1845	40.6843	N	34.7247
GPR68	-0.6	17.91	NA	17.43	14.3805	0.9868698	-0.7329	20.0391	N	15.6198
GPR75	-0.35	29.43	NA	30.22	34.5188	0.2230415	-0.5160	26.9404	N	32.8258
GPR75-ASB3	0.13	63.49	NA	62.29	57.0188	0.007098623	NA	NA	NA	NA
GPR78	0.02	55.76	NA	81.99	89.4635	0.8594364	0.3076	63.8221	N	85.7234
GPR82	0.1	61.28	Y	30.77	28.0365	0.8847508	-0.6205	18.4953	N	17.7445
GPR83	-0.27	34.82	NA	63.63	73.0365	0.09277779	-0.0072	49.1105	N	75.8583
GPR84	0.09	60.47	NA	93.76	61.4657	0.7654178	1.4591	93.3529	N	47.1198
GPR85	-0.21	38.28	Y	15.28	15.3595	0.07923083	-0.6203	23.3236	N	8.8114
GPR87	0.35	74.37	NA	56.11	62.6162	0.03453485	0.2239	60.1369	N	69.8315
GPR88	NA	NA	NA	NA	2.8374	0.3919239	-0.1168	43.8905	Y	0.8568
