CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS
AIF1L	AIF1L	AIF1L	AIF1L	AIF1L	0.343512144	73.05666493	N	89.90002409
NUP214	NUP214	NUP214	NUP214	NUP214	-1.024736551	7.541818603	N	76.38520838
FAM78A	FAM78A	FAM78A	FAM78A	FAM78A	-0.234224724	33.42015396	Y	24.98193206
PPAPDC3	PPAPDC3	PPAPDC3	PPAPDC3	PPAPDC3	-0.246359639	32.67349656	N	17.82100699
POMT1	POMT1	POMT1	POMT1	POMT1	-0.508665713	19.84719569	N	40.05661286
UCK1	UCK1	UCK1	UCK1	UCK1	-0.309255099	28.96336169	Y	17.20067454
MED27	MED27	MED27	MED27	MED27	-0.219218665	34.36360479	Y	25.81907974
NTNG2	NTNG2	NTNG2	NTNG2	NTNG2	-0.576495149	17.46252243	N	6.474343532
SETX	SETX	SETX	SETX	SETX	-1.28540006	4.79828674	N	70.88653337
TTF1	TTF1	TTF1	TTF1	TTF1	1.79459056	98.17097876	N	88.49072513
C9orf171	C9orf171	C9orf171	C9orf171	C9orf171	0.819382688	89.51785611	N	30.80582992
BARHL1	BARHL1	BARHL1	BARHL1	BARHL1	-0.400249026	24.39659663	Y	41.6887497
DDX31	DDX31	DDX31	DDX31	DDX31	0.405098119	76.10117497	N	76.36714045
GTF3C4	GTF3C4	GTF3C4	GTF3C4	GTF3C4	-0.648656154	15.41355559	N	16.74897615
AK8	AK8	AK8	AK8	AK8	0.173959705	62.80604272	N	92.88725608
C9orf9	C9orf9	C9orf9	C9orf9	C9orf9	0.249796776	67.44226428	Y	95.33245001
TSC1	TSC1	TSC1	TSC1	TSC1	-0.214938193	34.59512647	N	11.286437
GFI1B	GFI1B	GFI1B	GFI1B	GFI1B	0.666445828	86.11448747	N	42.03204047
GTF3C5	GTF3C5	GTF3C5	GTF3C5	GTF3C5	-0.344703456	27.01857961	N	33.06432185
RALGDS	RALGDS	RALGDS	RALGDS	RALGDS	-1.044282205	7.281356717	N	13.42447603
GBGT1	GBGT1	GBGT1	GBGT1	GBGT1	2.48018242	99.17809805	N	26.71043122
OBP2B	OBP2B	OBP2B	OBP2B	OBP2B	1.051851176	93.37269202	N	16.70079499
SURF6	SURF6	SURF6	SURF6	SURF6	0.018310624	50.92898073	N	41.36352686
MED22	MED22	MED22	MED22	MED22	-0.089753398	42.80835793	N	67.56805589
RPL7A	RPL7A	RPL7A	RPL7A	RPL7A	-0.45372795	22.13347225	Y	21.32618646
SURF1	SURF1	SURF1	SURF1	SURF1	-0.009939149	48.69479655	N	19.7843893
SURF2	SURF2	SURF2	SURF2	SURF2	0.508729649	80.80685304	N	99.20501084
SURF4	SURF4	SURF4	SURF4	SURF4	-0.282114394	30.53770909	Y	12.52107926
REXO4	REXO4	REXO4	REXO4	REXO4	0.547350629	82.34068415	N	48.49433871
ADAMTS13	ADAMTS13	ADAMTS13	ADAMTS13	ADAMTS13	0.931784799	91.75204028	N	45.01927246
SLC2A6	SLC2A6	SLC2A6	SLC2A6	SLC2A6	0.300705268	70.56780691	N	16.93567815
DBH	DBH	DBH	DBH	DBH	1.944692678	98.47195694	N	55.13129366
SARDH	SARDH	SARDH	SARDH	SARDH	0.607842099	84.38386294	N	35.55769694
VAV2	VAV2	VAV2	VAV2	VAV2	-0.810570593	11.36192626	N	20.23006504
BRD3	BRD3	BRD3	BRD3	BRD3	-1.030375296	7.4723621	N	4.167670441
WDR5	WDR5	WDR5	WDR5	WDR5	-0.456600078	21.99455924	Y	1.511683932
COL5A1	COL5A1	COL5A1	COL5A1	COL5A1	-1.822475886	2.124211379	N	25.14454348
FCN2	FCN2	FCN2	FCN2	FCN2	0.592369826	83.88609134	N	74.34955432
FCN1	FCN1	FCN1	FCN1	FCN1	0.319387303	71.73699138	N	32.3777403
OLFM1	OLFM1	OLFM1	OLFM1	OLFM1	-0.980873791	8.219019506	N	7.793302819
PPP1R26	PPP1R26	PPP1R26	PPP1R26	PPP1R26	1.109174062	94.04410488	N	72.56685136
C9orf116	C9orf116	C9orf116	C9orf116	C9orf116	0.133424212	59.69786421	Y	98.74126716
MRPS2	MRPS2	MRPS2	MRPS2	MRPS2	0.286505086	69.72275279	N	73.97615033
LCN1	LCN1	LCN1	LCN1	LCN1	0.34829376	73.28818661	N	72.75355336
OBP2A	OBP2A	OBP2A	OBP2A	OBP2A	1.379305906	96.2840771	N	22.03685859
LHX3	LHX3	LHX3	LHX3	LHX3	-0.201341563	35.40545234	Unassessed	Unassessed
GPSM1	GPSM1	GPSM1	GPSM1	GPSM1	-0.50977145	19.81246744	N	18.97133221
CARD9	CARD9	CARD9	CARD9	CARD9	0.849547686	90.20084505	N	59.54589256
SNAPC4	SNAPC4	SNAPC4	SNAPC4	SNAPC4	2.252482932	98.93500029	N	48.64490484
SDCCAG3	SDCCAG3	SDCCAG3	SDCCAG3	SDCCAG3	0.364557107	74.1158766	N	83.17875211
INPP5E	INPP5E	INPP5E	INPP5E	INPP5E	0.152407451	61.18539098	Unassessed	Unassessed
C9orf163	C9orf163	C9orf163	C9orf163	C9orf163	0.004915377	49.86976906	Y	75.15056613
EGFL7	EGFL7	EGFL7	EGFL7	EGFL7	0.570668188	83.09312959	N	40.49024331
AGPAT2	AGPAT2	AGPAT2	AGPAT2	AGPAT2	0.916928187	91.44527406	N	59.98554565
FAM69B	FAM69B	FAM69B	FAM69B	FAM69B	-0.442243367	22.62545581	N	27.59576006
LCN6	LCN6	LCN6	LCN6	LCN6	0.416778578	76.67419112	N	66.54420622
LCN15	LCN15	LCN15	LCN15	LCN15	0.119374702	58.69074492	N	47.83787039
TMEM141	TMEM141	TMEM141	TMEM141	TMEM141	0.189623012	63.7437055	Y	98.48229342
PHPT1	PHPT1	PHPT1	PHPT1	PHPT1	0.113784984	58.30294611	N	62.78607564
MAMDC4	MAMDC4	MAMDC4	MAMDC4	MAMDC4	2.833190656	99.39804364	N	81.36593592
EDF1	EDF1	EDF1	EDF1	EDF1	-0.041059779	46.53585692	Y	2.872801735
TRAF2	TRAF2	TRAF2	TRAF2	TRAF2	-0.751788615	12.55426289	N	41.98988196
FBXW5	FBXW5	FBXW5	FBXW5	FBXW5	-0.289161662	30.12675812	N	34.14237533
C8G	C8G	C8G	C8G	C8G	0.956213162	92.11668692	N	59.41941701
LCN12	LCN12	LCN12	LCN12	LCN12	0.79481394	89.07217688	N	23.81956155
PTGDS	PTGDS	PTGDS	PTGDS	PTGDS	-0.046649065	46.09017769	Y	27.55962419
C9orf142	C9orf142	C9orf142	C9orf142	C9orf142	-0.033556726	47.03941657	Y	79.3363045
CLIC3	CLIC3	CLIC3	CLIC3	CLIC3	0.466432451	79.14568501	Y	87.29221874
FUT7	FUT7	FUT7	FUT7	FUT7	1.095104727	93.89361579	N	72.76559865
C9orf139	C9orf139	C9orf139	C9orf139	C9orf139	1.296758277	95.76315333	N	98.03661768
NPDC1	NPDC1	NPDC1	NPDC1	NPDC1	0.547202136	82.32910806	N	37.17778848
ENTPD2	ENTPD2	ENTPD2	ENTPD2	ENTPD2	0.741629376	87.90299242	N	40.08672609
UAP1L1	UAP1L1	UAP1L1	UAP1L1	UAP1L1	-0.213476698	34.71088731	N	30.46856179
MAN1B1	MAN1B1	MAN1B1	MAN1B1	MAN1B1	0.040166042	52.56699659	N	51.97542761
DPP7	DPP7	DPP7	DPP7	DPP7	1.03441881	93.19326272	N	74.16285232
GRIN1	GRIN1	GRIN1	GRIN1	GRIN1	-1.128074824	6.314753719	N	0.788966514
ANAPC2	ANAPC2	ANAPC2	ANAPC2	ANAPC2	-1.173760371	5.857498408	N	12.31630932
SSNA1	SSNA1	SSNA1	SSNA1	SSNA1	-0.012961236	48.47485096	Y	29.18573838
NDOR1	NDOR1	NDOR1	NDOR1	NDOR1	0.515730143	81.10204318	N	70.83232956
RNF208	RNF208	RNF208	RNF208	RNF208	0.281722177	69.41019853	Y	19.5976873
SLC34A3	SLC34A3	SLC34A3	SLC34A3	SLC34A3	0.601137479	84.13497714	N	31.01059986
TUBB4B	TUBB4B	TUBB4B	TUBB4B	TUBB4B	-0.924519496	9.145106211	N	0.114430258
COBRA1	COBRA1	NELFB	NELFB	NELFB	-0.919734436	9.220350755	N	4.161647796
ENTPD8	ENTPD8	ENTPD8	ENTPD8	ENTPD8	0.388023238	75.29084911	N	26.7345218
NELF	NELF	NSMF	NSMF	NSMF	-0.495874865	20.37969555	N	9.033967719
PNPLA7	PNPLA7	PNPLA7	PNPLA7	PNPLA7	2.641866765	99.25913064	N	54.72175379
MRPL41	MRPL41	MRPL41	MRPL41	MRPL41	0.04897698	53.33680616	Y	98.80149362
WDR85	WDR85	DPH7	DPH7	DPH7	0.335350119	72.61677375	N	37.53312455
ZMYND19	ZMYND19	ZMYND19	ZMYND19	ZMYND19	-0.290574674	29.99363315	Y	12.23801494
ARRDC1	ARRDC1	ARRDC1	ARRDC1	ARRDC1	-0.594219906	16.88950628	N	83.92556011
EHMT1	EHMT1	EHMT1	EHMT1	EHMT1	-2.111698475	1.435434393	N	28.20404722
TUBB8	TUBB8	TUBB8	TUBB8	TUBB8	2.189340232	98.84817966	N	4.251987473
ZMYND11	ZMYND11	ZMYND11	ZMYND11	ZMYND11	-0.722885318	13.32986051	N	3.770175861
DIP2C	DIP2C	DIP2C	DIP2C	DIP2C	-4.044009001	0.196793425	N	4.396530956
IDI2	IDI2	IDI2	IDI2	IDI2	-0.193838554	35.89164786	N	56.96820043
IDI1	IDI1	IDI1	IDI1	IDI1	-0.10763024	41.63338543	Y	36.38882197
WDR37	WDR37	WDR37	WDR37	WDR37	-1.075548672	6.858829658	N	10.95519152
ADARB2	ADARB2	ADARB2	ADARB2	ADARB2	0.192944613	64.01574347	N	66.55022886
PFKP	PFKP	PFKP	PFKP	PFKP	-0.802929929	11.48347514	N	12.18983377
KLF6	KLF6	KLF6	KLF6	KLF6	-0.069158154	44.44637379	Y	9.660322814
AKR1C1	AKR1C1	AKR1C1	AKR1C1	AKR1C1	1.112980726	94.08462117	N	81.61286437
AKR1C2	AKR1C2	AKR1C2	AKR1C2	AKR1C2	0.549114755	82.41014065	N	43.53167911
AKR1C3	AKR1C3	AKR1C3	AKR1C3	AKR1C3	1.28093688	95.65896857	N	58.3774994
AKR1C4	AKR1C4	AKR1C4	AKR1C4	AKR1C4	0.742435639	87.92614459	N	87.74993977
UCN3	UCN3	UCN3	UCN3	UCN3	0.665343186	86.07975922	N	90.12888461
TUBAL3	TUBAL3	TUBAL3	TUBAL3	TUBAL3	0.846676602	90.15454072	N	69.10985305
NET1	NET1	NET1	NET1	NET1	-0.760248704	12.39219772	N	49.63261865
CALML5	CALML5	CALML5	CALML5	CALML5	0.42987242	77.39769636	N	88.153457
CALML3	CALML3	CALML3	CALML3	CALML3	0.073399639	55.17740348	Y	34.19657914
ASB13	ASB13	ASB13	ASB13	ASB13	0.139164133	60.1377554	N	63.17152493
GDI2	GDI2	GDI2	GDI2	GDI2	0.004110017	49.83504081	N	12.93664177
FBXO18	FBXO18	FBXO18	FBXO18	FBXO18	-1.001985877	7.842796782	N	11.62370513
IL15RA	IL15RA	IL15RA	IL15RA	IL15RA	0.397138302	75.69601204	N	52.91496025
IL2RA	IL2RA	IL2RA	IL2RA	IL2RA	-0.013766433	48.44591075	N	83.04625391
RBM17	RBM17	RBM17	RBM17	RBM17	-0.652640244	15.29200671	Y	9.732594556
PFKFB3	PFKFB3	PFKFB3	PFKFB3	PFKFB3	-0.554790415	18.07605487	N	8.190797398
PRKCQ	PRKCQ	PRKCQ	PRKCQ	PRKCQ	-0.227374171	33.90634948	N	30.06504457
KIN	KIN	KIN	KIN	KIN	-0.261365676	31.77635006	Y	10.26258733
ATP5C1	ATP5C1	ATP5C1	ATP5C1	ATP5C1	-0.265193969	31.55061643	Y	54.24596483
GATA3	GATA3	GATA3	GATA3	GATA3	-0.548396811	18.26127221	N	2.686099735
ECHDC3	ECHDC3	ECHDC3	ECHDC3	ECHDC3	0.33806995	72.74989871	N	45.25415563
UPF2	UPF2	UPF2	UPF2	UPF2	-1.923419812	1.840597326	N	39.77354854
DHTKD1	DHTKD1	DHTKD1	DHTKD1	DHTKD1	-0.746720095	12.71632807	N	44.45916647
SEC61A2	SEC61A2	SEC61A2	SEC61A2	SEC61A2	-0.513752923	19.67355444	Y	1.216574319
NUDT5	NUDT5	NUDT5	NUDT5	NUDT5	-0.145145404	39.04034265	Y	47.4524211
CDC123	CDC123	CDC123	CDC123	CDC123	-0.209801572	34.94819702	Y	9.383281137
CAMK1D	CAMK1D	CAMK1D	CAMK1D	CAMK1D	-0.450856222	22.22608092	N	5.179474825
CCDC3	CCDC3	CCDC3	CCDC3	CCDC3	-0.029729296	47.29987845	N	75.62033245
OPTN	OPTN	OPTN	OPTN	OPTN	-0.958208997	8.606818313	N	26.04191761
MCM10	MCM10	MCM10	MCM10	MCM10	1.386467989	96.31880535	N	66.03228138
PHYH	PHYH	PHYH	PHYH	PHYH	0.330566867	72.36788794	N	87.50301132
SEPHS1	SEPHS1	SEPHS1	SEPHS1	SEPHS1	-0.461231059	21.83249407	N	1.65020477
BEND7	BEND7	BEND7	BEND7	BEND7	0.335350119	72.61677375	N	41.59841002
PRPF18	PRPF18	PRPF18	PRPF18	PRPF18	-0.303666373	29.26433987	Y	5.811852566
FRMD4A	FRMD4A	FRMD4A	FRMD4A	FRMD4A	-0.988888838	8.056954332	N	22.09708504
FAM107B	FAM107B	FAM107B	FAM107B	FAM107B	-0.434892888	22.97273832	N	36.19609733
HSPA14	HSPA14	HSPA14	HSPA14	HSPA14	-0.379500211	25.48474851	N	52.40303541
SUV39H2	SUV39H2	SUV39H2	SUV39H2	SUV39H2	-0.289617454	30.09202987	Y	3.487111539
DCLRE1C	DCLRE1C	DCLRE1C	DCLRE1C	DCLRE1C	-0.548094539	18.29021242	N	27.93302819
OLAH	OLAH	OLAH	OLAH	OLAH	-0.006263422	49.00156277	N	37.20790171
C10orf111	C10orf111	C10orf111	C10orf111	C10orf111	0.308865253	70.99612201	N	72.01276801
RPP38	RPP38	RPP38	RPP38	RPP38	0.207648094	64.90710193	N	85.31076849
NMT2	NMT2	NMT2	NMT2	NMT2	-0.122483898	40.59153788	Y	30.84798844
FAM188A	FAM188A	FAM188A	FAM188A	FAM188A	-0.411426546	23.88724894	N	91.26114189
PTER	PTER	PTER	PTER	PTER	0.173002985	62.75973838	N	88.43049868
RSU1	RSU1	RSU1	RSU1	RSU1	-0.127268446	40.25583145	N	24.84943387
CUBN	CUBN	CUBN	CUBN	CUBN	2.823688982	99.3922556	N	77.6680318
TRDMT1	TRDMT1	TRDMT1	TRDMT1	TRDMT1	-0.023988294	47.67610117	N	36.51529752
VIM	VIM	VIM	VIM	VIM	-0.455487979	22.06401574	N	18.53167911
PTPLA	PTPLA	PTPLA	PTPLA	PTPLA	0.284443026	69.58383979	Y	95.54926524
STAM	STAM	STAM	STAM	STAM	-0.784672448	11.84812178	N	64.73139003
SLC39A12	SLC39A12	SLC39A12	SLC39A12	SLC39A12	1.012865555	92.91543671	N	86.02746326
CACNB2	CACNB2	CACNB2	CACNB2	CACNB2	0.255839634	67.81269896	N	38.22572874
NSUN6	NSUN6	NSUN6	NSUN6	NSUN6	-0.259299737	31.92683915	N	79.2158516
ARL5B	ARL5B	ARL5B	ARL5B	ARL5B	-0.125507302	40.39474446	Y	3.083594315
PLXDC2	PLXDC2	PLXDC2	PLXDC2	PLXDC2	-0.187140168	36.325751	N	26.45748013
NEBL	NEBL	NEBL	NEBL	NEBL	0.285362033	69.64172021	N	79.19176102
MLLT10	MLLT10	MLLT10	MLLT10	MLLT10	-1.447601781	3.686982694	N	30.26379186
DNAJC1	DNAJC1	DNAJC1	DNAJC1	DNAJC1	-0.461077067	21.84985819	N	73.91592387
COMMD3	COMMD3	COMMD3	COMMD3	COMMD3	-0.20804097	35.04659374	Y	96.55504698
BMI1	BMI1	BMI1	BMI1	BMI1	-0.434090717	23.00746657	Y	30.42640328
SPAG6	SPAG6	SPAG6	SPAG6	SPAG6	-0.393549347	24.76703131	N	26.57793303
PIP4K2A	PIP4K2A	PIP4K2A	PIP4K2A	PIP4K2A	-0.487414582	20.68067373	N	9.521801975
ARMC3	ARMC3	ARMC3	ARMC3	ARMC3	0.596350229	84.00185217	N	70.9046013
ARHGAP21	ARHGAP21	ARHGAP21	ARHGAP21	ARHGAP21	-2.348085481	1.076575794	N	73.21729704
PRTFDC1	PRTFDC1	PRTFDC1	PRTFDC1	PRTFDC1	0.227287513	66.09365052	Y	97.35605878
ENKUR	ENKUR	ENKUR	ENKUR	ENKUR	0.463710367	79.01834809	N	63.73765358
THNSL1	THNSL1	THNSL1	THNSL1	THNSL1	-0.131597747	39.96642936	N	87.46687545
MYO3A	MYO3A	MYO3A	MYO3A	MYO3A	1.019311288	93.00804538	N	76.24668755
GAD2	GAD2	GAD2	GAD2	GAD2	-0.534194499	18.82271228	N	32.24524211
ABI1	ABI1	ABI1	ABI1	ABI1	-0.473365526	21.30578225	N	36.05155384
YME1L1	YME1L1	YME1L1	YME1L1	YME1L1	-0.837196214	10.83521445	N	11.32257287
MASTL	MASTL	MASTL	MASTL	MASTL	-0.174702562	37.10134861	N	68.33293182
ACBD5	ACBD5	ACBD5	ACBD5	ACBD5	0.05486868	53.70724084	N	43.80872079
RAB18	RAB18	RAB18	RAB18	RAB18	-0.042016662	46.43167217	Y	34.84100217
MKX	MKX	MKX	MKX	MKX	0.626060077	84.945303	N	93.41724886
ARMC4	ARMC4	ARMC4	ARMC4	ARMC4	-0.022577373	47.75134572	N	56.16718863
MPP7	MPP7	MPP7	MPP7	MPP7	-0.130792007	40.01852173	N	73.44013491
WAC	WAC	WAC	WAC	WAC	-0.400095467	24.4197488	N	39.93615996
BAMBI	BAMBI	BAMBI	BAMBI	BAMBI	-0.150734446	38.66411993	N	53.80028909
SVIL	SVIL	SVIL	SVIL	SVIL	-0.480301003	20.96428778	N	57.28137798
MTPAP	MTPAP	MTPAP	MTPAP	MTPAP	-0.740609356	12.8726052	N	68.0498675
MAP3K8	MAP3K8	MAP3K8	MAP3K8	MAP3K8	-0.683454413	14.42958847	N	14.74945796
LYZL2	LYZL2	LYZL2	LYZL2	LYZL2	1.14012811	94.43769173	N	95.7178993
ZNF438	ZNF438	ZNF438	ZNF438	ZNF438	-0.045237653	46.19436245	N	83.11250301
ZEB1	ZEB1	ZEB1	ZEB1	ZEB1	-0.309757942	28.94599757	N	60.61190075
ARHGAP12	ARHGAP12	ARHGAP12	ARHGAP12	ARHGAP12	-1.390567441	3.987960873	N	57.14285714
KIF5B	KIF5B	KIF5B	KIF5B	KIF5B	-1.031331836	7.454997974	N	45.95278246
EPC1	EPC1	EPC1	EPC1	EPC1	-1.513506522	3.270243677	N	12.88243797
CCDC7	CCDC7	CCDC7	CCDC7	CCDC7	1.434847045	96.59663136	N	81.05275837
ITGB1	ITGB1	ITGB1	ITGB1	ITGB1	-0.936655249	8.925160618	N	13.12936642
NRP1	NRP1	NRP1	NRP1	NRP1	-0.967332976	8.427389014	N	14.30378222
PARD3	PARD3	PARD3	PARD3	PARD3	-0.44261542	22.56178735	N	55.60708263
CUL2	CUL2	CUL2	CUL2	CUL2	-0.848527708	10.5805406	N	20.44085762
CREM	CREM	CREM	CREM	CREM	-0.023988294	47.67610117	N	16.32136834
CCNY	CCNY	CCNY	CCNY	CCNY	-0.135728413	39.6828153	N	8.04023127
GJD4	GJD4	GJD4	GJD4	GJD4	0.140120824	60.21878798	Unassessed	Unassessed
FZD8	FZD8	FZD8	FZD8	FZD8	-1.084009665	6.725704694	N	0.975668514
ANKRD30A	ANKRD30A	ANKRD30A	ANKRD30A	ANKRD30A	2.012814151	98.58771778	N	94.62780053
ZNF248	ZNF248	ZNF248	ZNF248	ZNF248	-0.680583067	14.48746889	N	35.726331
ZNF25	ZNF25	ZNF25	ZNF25	ZNF25	0.00602363	49.96237773	N	58.67260901
ZNF33B	ZNF33B	ZNF33B	ZNF33B	ZNF33B	0.461293654	78.88522313	N	62.2861961
BMS1	BMS1	BMS1	BMS1	BMS1	0.870795746	90.60600799	N	79.25801012
RET	RET	RET	RET	RET	-1.062838348	7.020894831	N	27.08383522
CSGALNACT2	CSGALNACT2	CSGALNACT2	CSGALNACT2	CSGALNACT2	-0.11115351	41.40186375	N	47.27776439
RASGEF1A	RASGEF1A	RASGEF1A	RASGEF1A	RASGEF1A	-0.246359639	32.67349656	N	7.082630691
FXYD4	FXYD4	FXYD4	FXYD4	FXYD4	0.123051266	58.96278289	Y	92.82702963
HNRNPF	HNRNPF	HNRNPF	HNRNPF	HNRNPF	-0.443353128	22.55021126	N	1.987472898
ZNF485	ZNF485	ZNF485	ZNF485	ZNF485	-0.151538959	38.60623951	N	79.54709709
ZNF32	ZNF32	ZNF32	ZNF32	ZNF32	-0.344053504	27.04173178	Y	7.733076367
CXCL12	CXCL12	CXCL12	CXCL12	CXCL12	0.292902568	70.08739943	Y	34.6181643
RASSF4	RASSF4	RASSF4	RASSF4	RASSF4	2.176093563	98.81923945	N	60.01565888
C10orf10	C10orf10	C10orf10	C10orf10	C10orf10	0.46275405	78.96625572	N	96.86822452
ZNF22	ZNF22	ZNF22	ZNF22	ZNF22	0.210368257	65.09231927	Y	30.63719586
ALOX5	ALOX5	ALOX5	ALOX5	ALOX5	-1.059433781	7.07877525	N	22.52469285
MARCH8	MARCH8	MARCH8	MARCH8	MARCH8	0.016245619	50.75533947	N	53.94483257
ZFAND4	ZFAND4	ZFAND4	ZFAND4	ZFAND4	0.784889091	88.87538346	N	95.39267646
ZNF488	ZNF488	ZNF488	ZNF488	ZNF488	1.114893411	94.12513747	N	80.3360636
RBP3	RBP3	RBP3	RBP3	RBP3	0.235870235	66.55669387	N	32.59455553
GDF2	GDF2	GDF2	GDF2	GDF2	-0.056719065	45.36088441	N	65.4480848
GDF10	GDF10	GDF10	GDF10	GDF10	-0.413187838	23.76570006	N	14.18332932
MAPK8	MAPK8	MAPK8	MAPK8	MAPK8	-0.537219736	18.72431556	Y	8.142616237
ARHGAP22	ARHGAP22	ARHGAP22	ARHGAP22	ARHGAP22	0.558680874	82.74005904	N	57.77523488
VSTM4	VSTM4	VSTM4	VSTM4	VSTM4	0.70396241	86.97690571	N	32.04649482
ERCC6	ERCC6	ERCC6	ERCC6	ERCC6	2.220295662	98.87711987	N	70.44688027
PGBD3	PGBD3	PGBD3	PGBD3	PGBD3	-0.154257752	38.43838629	N	74.04842207
SLC18A3	SLC18A3	SLC18A3	SLC18A3	SLC18A3	-0.419734093	23.5226023	N	58.19682004
CHAT	CHAT	CHAT	CHAT	CHAT	1.627400323	97.60953869	N	59.56998314
OGDHL	OGDHL	OGDHL	OGDHL	OGDHL	-0.542073019	18.50436997	N	52.21633341
MSMB	MSMB	MSMB	MSMB	MSMB	0.107088402	57.71835388	Y	65.14695254
NCOA4	NCOA4	NCOA4	NCOA4	NCOA4	0.044646769	52.94321931	N	28.88460612
SGMS1	SGMS1	SGMS1	SGMS1	SGMS1	-0.377739799	25.58314522	Y	5.908214888
A1CF	A1CF	A1CF	A1CF	A1CF	-0.881260137	9.93227991	N	14.03878583
PRKG1	PRKG1	PRKG1	PRKG1	PRKG1	-1.02015166	7.622851189	N	10.66610455
CSTF2T	CSTF2T	CSTF2T	CSTF2T	CSTF2T	-0.245250499	32.76031718	N	22.21753794
DKK1	DKK1	DKK1	DKK1	DKK1	-0.166697481	37.63384847	N	99.29535052
MBL2	MBL2	MBL2	MBL2	MBL2	0.811732769	89.36736702	N	89.88195616
PCDH15	PCDH15	PCDH15	PCDH15	PCDH15	0.396826589	75.65549575	N	82.66080463
ZWINT	ZWINT	ZWINT	ZWINT	ZWINT	0.548158421	82.36962436	N	91.11057576
IPMK	IPMK	IPMK	IPMK	IPMK	-0.29042075	30.03993749	N	75.95760058
CISD1	CISD1	CISD1	CISD1	CISD1	0.053609874	53.60305609	Y	99.80727536
UBE2D1	UBE2D1	UBE2D1	UBE2D1	UBE2D1	0.357562369	73.8264745	Y	1.674295351
TFAM	TFAM	TFAM	TFAM	TFAM	0.04243066	52.74063784	Y	20.18188388
PHYHIPL	PHYHIPL	PHYHIPL	PHYHIPL	PHYHIPL	-0.726715257	13.21988771	Y	13.86412913
FAM13C	FAM13C	FAM13C	FAM13C	FAM13C	-0.081141613	43.508711	N	55.61912792
SLC16A9	SLC16A9	SLC16A9	SLC16A9	SLC16A9	-0.369126321	25.91885165	N	25.19874729
CCDC6	CCDC6	CCDC6	CCDC6	CCDC6	-0.344856099	27.00700353	N	11.2322332
ANK3	ANK3	ANK3	ANK3	ANK3	-4.584447577	0.127336922	N	45.63960491
CDK1	CDK1	CDK1	CDK1	CDK1	0.018007904	50.90004052	Y	1.927246447
RHOBTB1	RHOBTB1	RHOBTB1	RHOBTB1	RHOBTB1	-0.612902778	16.4090988	N	37.2861961
C10orf107	C10orf107	C10orf107	C10orf107	C10orf107	0.022791848	51.2704752	N	84.63623223
RTKN2	RTKN2	RTKN2	RTKN2	RTKN2	-0.222741485	34.17259941	N	91.49000241
ZNF365	ZNF365	ZNF365	ZNF365	ZNF365	0.299900751	70.49835041	N	53.96290051
ADO	ADO	ADO	ADO	ADO	0.163436574	62.02465706	Y	76.20452903
EGR2	EGR2	EGR2	EGR2	EGR2	-0.283874745	30.4277363	Y	22.35003614
NRBF2	NRBF2	NRBF2	NRBF2	NRBF2	-0.173243497	37.15922903	N	90.3276319
CTNNA3	CTNNA3	CTNNA3	CTNNA3	CTNNA3	-0.271137911	31.19175783	N	63.68344977
LRRTM3	LRRTM3	LRRTM3	LRRTM3	LRRTM3	-0.478954353	21.04532037	N	20.27824621
DNAJC12	DNAJC12	DNAJC12	DNAJC12	DNAJC12	0.104368575	57.54471262	N	66.51409299
SIRT1	SIRT1	SIRT1	SIRT1	SIRT1	-0.551114598	18.16866354	N	41.84533847
HERC4	HERC4	HERC4	HERC4	HERC4	-1.018237878	7.657579441	N	9.907251265
MYPN	MYPN	MYPN	MYPN	MYPN	-0.251204251	32.35515425	N	51.90917851
ATOH7	ATOH7	ATOH7	ATOH7	ATOH7	0.003001751	49.6961278	Y	36.41291255
PBLD	PBLD	PBLD	PBLD	PBLD	-0.163826529	37.7901256	N	45.5311973
HNRNPH3	HNRNPH3	HNRNPH3	HNRNPH3	HNRNPH3	-0.062612024	44.95572148	Y	46.12141653
SLC25A16	SLC25A16	SLC25A16	SLC25A16	SLC25A16	-0.604748305	16.61168027	Y	26.69236329
TET1	TET1	TET1	TET1	TET1	-0.624221464	16.03287608	N	32.66080463
CCAR1	CCAR1	CCAR1	CCAR1	CCAR1	-1.020002522	7.628639231	N	28.18597928
DDX50	DDX50	DDX50	DDX50	DDX50	-0.769665733	12.20698038	N	31.70320405
KIAA1279	KIAA1279	KIAA1279	KIAA1279	KIAA1279	0.274369075	68.95294322	N	40.9419417
SRGN	SRGN	SRGN	SRGN	SRGN	0.12592113	59.20588065	N	77.46928451
VPS26A	VPS26A	VPS26A	VPS26A	VPS26A	-0.092624171	42.6520808	Y	25.22886052
SUPV3L1	SUPV3L1	SUPV3L1	SUPV3L1	SUPV3L1	-0.72449582	13.27776813	N	25.55408335
HKDC1	HKDC1	HKDC1	HKDC1	HKDC1	-0.252306318	32.28569775	N	55.85401108
HK1	HK1	HK1	HK1	HK1	-1.534108474	3.183423048	N	5.113225729
TACR2	TACR2	TACR2	TACR2	TACR2	0.713378778	87.2373676	N	93.3028186
TSPAN15	TSPAN15	TSPAN15	TSPAN15	TSPAN15	0.774215256	88.62649766	N	49.67477716
